"disease","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","KIR",0,0,0,0
"HPV","KIR",10.584172,8.594616,13.096309,10.561078
"HepB","KIR",6.527192,4.191619,11.063668,6.205737
"Hib","KIR",2.453067,1.779561,3.298768,2.438771
"Measles","KIR",4.375061,3.543065,5.097449,4.407257
"PCV","KIR",1.370255,0.427604,2.352878,1.371409
"Rota","KIR",0.647561,0.070832,1.149122,0.624966
"Rubella","KIR",0.305428,-0.223404,0.93664,0.274281
"Typhoid","KIR",0.881434,0.05971,3.05698,0.684132
