"disease","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","GEO",0.352199,0.208804,0.502702,0.324651
"HPV","GEO",11.620184,10.339902,12.937141,11.61322
"HepB","GEO",3.285426,2.595409,4.305398,3.209212
"Hib","GEO",0.367118,0.245046,0.522514,0.363375
"Measles","GEO",1.922552,1.499519,2.322192,1.921947
"PCV","GEO",0.25647,0.181325,0.345993,0.254314
"Rota","GEO",0.047603,0.025519,0.077104,0.047419
"Rubella","GEO",0.157635,-0.065352,0.486004,0.12882
"Typhoid","GEO",0.001234,0.000128,0.002723,0.001142
