"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","GEO",0.513873,0.281733,0.751649,0.479949
"COVID-19","routine","GEO",0.059236,-0.037343,0.140528,0.063876
"HPV","campaign","GEO",21.131701,18.720748,23.647067,21.192158
"HPV","routine","GEO",10.419776,9.234536,11.605268,10.407098
"HepB","routine","GEO",3.285426,2.595409,4.305398,3.209212
"Hib","routine","GEO",0.367118,0.245046,0.522514,0.363375
"Measles","campaign","GEO",-0.032056,-0.116185,0.05919,-0.028825
"Measles","routine","GEO",2.784646,2.183511,3.344749,2.782258
"PCV","routine","GEO",0.25647,0.181325,0.345993,0.254314
"Rota","routine","GEO",0.047603,0.025519,0.077104,0.047419
"Rubella","campaign","GEO",-0.007012,-0.491069,0.384053,0.025043
"Rubella","routine","GEO",0.288182,0.030673,0.686763,0.252949
"Typhoid","campaign","GEO",0.00117,0.000119,0.002551,0.001083
"Typhoid","routine","GEO",0.002044,0.000214,0.004468,0.001896
