"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","YEM",1.719795,-6.669147,11.805778,1.663438
"COVID-19","routine","YEM",0.603026,-10.191232,12.104626,1.063105
"Cholera","campaign","YEM",10.267205,8.936013,12.285997,10.692617
"HPV","campaign","YEM",218.299528,189.258105,252.022881,217.725625
"HPV","routine","YEM",207.423453,178.85696,239.425479,206.768654
"HepB","routine","YEM",81.37401,67.984066,97.750487,81.055696
"Hib","routine","YEM",214.830573,149.550004,281.606801,215.632944
"Measles","campaign","YEM",80.322,36.699985,123.324135,81.563585
"Measles","routine","YEM",1247.027916,1024.97677,1469.018552,1243.695822
"PCV","routine","YEM",150.429091,29.105431,265.90992,152.611692
"Rota","routine","YEM",110.342542,37.497985,175.984078,111.345165
"Rubella","campaign","YEM",-3.208263,-13.615372,7.436685,-3.362908
"Rubella","routine","YEM",11.752014,7.788482,16.003534,11.70171
"Typhoid","campaign","YEM",53.437062,4.943248,238.069303,37.203669
"Typhoid","routine","YEM",158.99668,-40.03364,1008.358805,54.013028
