"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","SRB",25.824637,15.572331,41.542444,24.707509
"HPV","campaign","SRB",171570.971431,96736.405695,246242.664516,167950.34756
"HPV","routine","SRB",520.36515,391.598769,663.38342,519.016817
"HepB","routine","SRB",64.043099,51.327092,77.013468,63.937406
"Hib","routine","SRB",6.877713,-19.289885,29.56304,6.948779
"Measles","campaign","SRB",12.46817,2.522775,30.969873,11.349498
"Measles","routine","SRB",183.138896,138.113748,223.385394,182.978076
"PCV","routine","SRB",4.694839,-16.004149,26.990832,4.742573
"Rota","routine","SRB",1.129594,-5.280706,10.397208,0.930073
"Rubella","campaign","SRB",6.319087,-3.804191,28.161911,4.166022
"Rubella","routine","SRB",11.598458,1.687529,22.627332,11.188209
