"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","SRB",1.440127,0.833306,2.420044,1.374513
"HPV","campaign","SRB",2373.295382,1341.908633,3405.614795,2321.42477
"HPV","routine","SRB",9.335349,7.472211,11.249007,9.299092
"HepB","routine","SRB",2.098331,1.691699,2.530971,2.089298
"Hib","routine","SRB",0.075099,-0.274571,0.377855,0.076734
"Measles","campaign","SRB",-0.096945,-0.236506,0.140586,-0.109327
"Measles","routine","SRB",2.450771,1.878861,2.981676,2.448195
"PCV","routine","SRB",0.053735,-0.224185,0.351186,0.053913
"Rota","routine","SRB",0.007738,-0.08031,0.12841,0.006968
"Rubella","campaign","SRB",0.094415,-0.064169,0.408106,0.057645
"Rubella","routine","SRB",0.190816,0.039287,0.410038,0.170686
