"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","DZA",0.079027,-0.027539,0.225731,0.078349
"COVID-19","routine","DZA",0.030199,0.000146,0.064056,0.025728
"HPV","campaign","DZA",4.508825,3.90836,5.151243,4.512584
"HPV","routine","DZA",5.100639,4.431511,5.863796,5.086458
"HepB","routine","DZA",3.812913,2.914919,4.693117,3.796305
"Hib","routine","DZA",0.731074,0.500051,0.999381,0.71909
"Measles","campaign","DZA",0.617086,0.100358,1.027679,0.663361
"Measles","routine","DZA",9.914793,7.670266,11.594529,10.01873
"PCV","routine","DZA",0.552564,-0.069311,1.158811,0.55731
"Rota","routine","DZA",0.265565,-0.685533,1.238024,0.290751
"Rubella","campaign","DZA",0.599135,0.222781,1.080362,0.578739
"Rubella","routine","DZA",0.409053,0.209556,0.660216,0.390194
