"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","CAF",0.047868,-0.043896,0.110386,0.047769
"COVID-19","routine","CAF",0.099433,-0.11175,0.26851,0.120286
"HPV","campaign","CAF",23.678367,20.260421,27.612496,23.674509
"HPV","routine","CAF",23.155001,19.730352,27.075616,23.087507
"HepB","routine","CAF",5.7428,4.301314,7.977405,5.542398
"Hib","routine","CAF",4.655476,0.117966,8.564745,4.716914
"Measles","campaign","CAF",4.001311,2.545795,4.919997,4.141049
"Measles","routine","CAF",42.011582,35.475405,49.067837,42.277285
"MenA","campaign","CAF",0.591832,0.42124,0.876731,0.576477
"MenA","routine","CAF",0.328398,0.150625,0.489984,0.344803
"MenACWYX","campaign","CAF",1.129931,0.504691,1.797387,1.142445
"MenACWYX","routine","CAF",0.73677,0.377843,1.096034,0.76434
"PCV","routine","CAF",3.244645,-2.083102,8.319679,3.173203
"Rota","routine","CAF",8.16347,0.617463,14.656443,8.572435
"Rubella","campaign","CAF",0.099216,-0.152915,1.254452,-0.037149
"Rubella","routine","CAF",0.674258,0.097303,1.533583,0.63428
"Typhoid","campaign","CAF",4.811967,1.083162,10.282056,4.434358
"Typhoid","routine","CAF",4.289563,0.588775,16.6755,3.148767
"YF","campaign","CAF",0.918061,0.292971,1.940838,0.851775
"YF","routine","CAF",5.571774,1.592597,12.444837,4.929376
