"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","CAF",2.053175,-0.635417,4.504943,2.081836
"COVID-19","routine","CAF",4.510257,0.031818,9.04785,4.591052
"HPV","campaign","CAF",1419.113029,1219.052357,1644.334866,1411.62248
"HPV","routine","CAF",1372.555942,1174.918872,1587.666966,1368.450634
"HepB","routine","CAF",127.652545,98.0949,170.533269,124.697165
"Hib","routine","CAF",260.086227,20.713281,470.017411,263.380988
"Measles","campaign","CAF",243.41835,163.479208,293.264151,250.222271
"Measles","routine","CAF",2356.082036,2008.127161,2726.185244,2371.524981
"MenA","campaign","CAF",36.0015,24.834632,54.088828,34.570655
"MenA","routine","CAF",17.065374,9.613662,24.748158,17.495594
"MenACWYX","campaign","CAF",74.97649,33.533046,118.547818,75.06439
"MenACWYX","routine","CAF",43.350972,23.399126,61.781856,45.510893
"PCV","routine","CAF",184.034096,-95.882319,450.661153,180.183226
"Rota","routine","CAF",354.344077,-38.883199,698.576709,375.321809
"Rubella","campaign","CAF",9.439266,-10.891493,86.560488,-2.087996
"Rubella","routine","CAF",56.151506,7.41323,114.709611,54.722113
"Typhoid","campaign","CAF",136.129833,28.117134,361.548437,118.361642
"Typhoid","routine","CAF",130.099478,16.444077,578.621451,77.775881
"YF","campaign","CAF",33.835792,10.204982,73.522752,30.860114
"YF","routine","CAF",205.215065,58.708167,457.848267,181.824286
