"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","TCD",0.975957,-1.238701,3.400245,0.83296
"COVID-19","routine","TCD",0.428202,-6.931646,7.412558,0.847322
"HPV","campaign","TCD",154.976763,117.126142,205.582343,152.574866
"HPV","routine","TCD",238.804992,182.195074,307.438653,235.933134
"HepB","routine","TCD",161.484956,125.323153,212.645422,157.9789
"Hib","routine","TCD",481.320714,204.353614,741.577697,468.377378
"Measles","campaign","TCD",332.73812,250.026708,385.936248,337.023175
"Measles","routine","TCD",2105.377912,1827.862192,2380.520645,2116.784956
"MenA","campaign","TCD",39.389826,27.791085,52.917518,39.013623
"MenA","routine","TCD",16.216304,7.794635,25.397627,16.378476
"MenACWYX","campaign","TCD",48.858644,6.702596,85.865614,48.141508
"MenACWYX","routine","TCD",35.855566,19.072569,50.366112,37.186325
"PCV","routine","TCD",343.899601,-1283.253383,1607.78818,361.700357
"Rota","routine","TCD",429.90124,-327.50565,1174.044215,397.404031
"Rubella","campaign","TCD",9.896226,-11.15429,100.908054,-2.858737
"Rubella","routine","TCD",63.331306,2.668158,130.209085,60.304083
"Typhoid","campaign","TCD",149.651959,50.08928,342.875339,135.31036
"Typhoid","routine","TCD",176.895481,37.181081,771.997491,127.760046
"YF","campaign","TCD",9.960257,3.388987,19.526068,9.389009
"YF","routine","TCD",110.048226,30.278965,255.152455,98.609019
