"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","UGA",0.041924,-0.064894,0.138861,0.036889
"COVID-19","routine","UGA",0.084647,-0.096796,0.391784,0.058826
"HPV","routine","UGA",19.98569,17.372,22.101527,20.007464
"HepB","routine","UGA",6.029768,4.533567,8.10615,5.920663
"Hib","routine","UGA",2.182068,1.465124,3.624422,2.105617
"Measles","campaign","UGA",0.851301,0.4574,1.231253,0.851762
"Measles","routine","UGA",9.842765,7.984545,11.843443,9.820053
"MenA","campaign","UGA",0.408759,0.289492,0.577273,0.397334
"MenA","routine","UGA",2.67124,1.287356,3.999668,2.675294
"MenACWYX","campaign","UGA",0.933287,0.269385,1.594051,0.927456
"MenACWYX","routine","UGA",0.712796,0.379206,1.051753,0.746438
"PCV","routine","UGA",1.176197,-0.090558,3.1768,1.067052
"Rota","routine","UGA",0.557023,-0.390846,1.295984,0.569865
"Rubella","campaign","UGA",0.156115,-0.238268,1.495712,0.010319
"Rubella","routine","UGA",0.180855,0.052905,0.305446,0.181928
"Typhoid","campaign","UGA",0.481079,0.088505,1.804532,0.333356
"Typhoid","routine","UGA",1.130416,0.035529,7.027131,0.451512
"YF","routine","UGA",2.336883,0.665206,5.322966,2.116493
