"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","NER",1.857065,-2.348992,5.258973,1.984419
"COVID-19","routine","NER",5.452625,-2.717821,12.971485,5.464686
"HPV","campaign","NER",241.650329,193.848674,311.021771,236.995884
"HPV","routine","NER",393.459086,326.182533,482.949083,388.964376
"HepB","routine","NER",160.719641,135.090714,186.400143,160.931067
"Hib","routine","NER",545.609095,395.847253,739.794152,534.823492
"Measles","campaign","NER",214.286446,156.266064,273.895241,213.221125
"Measles","routine","NER",2107.40276,1811.266639,2413.283174,2116.859699
"MenA","campaign","NER",52.885312,29.985159,68.691451,54.365532
"MenA","routine","NER",21.216094,8.828068,35.99942,21.526441
"MenACWYX","campaign","NER",58.116824,-10.541967,129.606672,55.927195
"MenACWYX","routine","NER",46.126624,19.890885,63.566981,47.975473
"PCV","routine","NER",304.37075,232.990289,377.947111,302.942885
"Rota","routine","NER",170.090846,147.250114,194.176184,169.664109
"Rubella","campaign","NER",10.026898,-20.394148,133.586828,-5.430087
"Rubella","routine","NER",104.408359,16.314914,195.864848,103.499802
"Typhoid","campaign","NER",48.95346,6.585105,232.717167,26.217279
"Typhoid","routine","NER",59.633622,5.218655,320.06498,27.442685
"YF","campaign","NER",7.931265,2.370234,18.160227,7.062606
"YF","routine","NER",149.49563,37.211739,349.755532,132.01799
