"disease","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","NER",2.767155,0.462393,4.92226,2.481003
"HPV","NER",318.635331,261.455533,396.906081,314.283237
"HepB","NER",160.719641,135.090714,186.400143,160.931067
"Hib","NER",545.609095,395.847253,739.794152,534.823492
"Measles","NER",934.65541,796.100307,1046.98901,937.923135
"Meningitis","NER",47.436485,20.555057,71.82978,47.526699
"PCV","NER",304.37075,232.990289,377.947111,302.942885
"Rota","NER",170.090846,147.250114,194.176184,169.664109
"Rubella","NER",54.545118,4.36632,152.759053,45.271424
"Typhoid","NER",52.711469,6.329074,255.439529,28.477437
"YF","NER",48.133237,12.499076,110.451631,42.855094
