"disease","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","MOZ",2.202259,0.588144,3.988204,2.16898
"Cholera","MOZ",2.438017,1.72853,3.365547,2.402481
"HPV","MOZ",675.188293,586.729147,776.831725,676.197905
"HepB","MOZ",147.392469,120.542954,177.744039,146.570983
"Hib","MOZ",173.37051,104.696782,280.40929,168.525833
"Measles","MOZ",627.354118,495.997165,742.084386,629.569924
"PCV","MOZ",110.167524,12.676626,223.355551,108.57339
"Rota","MOZ",42.078088,-3.709737,89.454495,40.173374
"Rubella","MOZ",14.703362,5.478031,27.32185,13.945057
"Typhoid","MOZ",30.917715,3.752617,158.312154,15.222021
