"disease","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","BIH",1.792532,1.0939,2.545243,1.719426
"HPV","BIH",12.814687,10.738893,15.195225,12.812002
"HepB","BIH",2.719983,2.177099,3.369085,2.702021
"Hib","BIH",0.071212,0.038873,0.112231,0.06865
"Measles","BIH",2.974139,2.373818,3.50243,2.98288
"PCV","BIH",0.036809,-0.234689,0.377986,0.037397
"Rota","BIH",0.012911,-0.100328,0.122681,0.007972
"Rubella","BIH",0.122373,-0.063903,0.358871,0.108233
