"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","BIH",2.076792,1.192559,2.919346,1.996265
"COVID-19","routine","BIH",-0.09378,-0.839209,0.627446,-0.062745
"HPV","campaign","BIH",12.649059,10.65679,14.988632,12.672642
"HPV","routine","BIH",12.98765,10.812224,15.379073,12.953672
"HepB","routine","BIH",2.719983,2.177099,3.369085,2.702021
"Hib","routine","BIH",0.071212,0.038873,0.112231,0.06865
"Measles","campaign","BIH",0.352954,-0.049074,0.748356,0.363538
"Measles","routine","BIH",3.34442,2.709539,3.920643,3.343051
"PCV","routine","BIH",0.036809,-0.234689,0.377986,0.037397
"Rota","routine","BIH",0.012911,-0.100328,0.122681,0.007972
"Rubella","campaign","BIH",-0.018925,-0.650007,0.508925,0.007731
"Rubella","routine","BIH",0.157564,0.009603,0.374217,0.137262
