"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","BIH",39.873998,24.873534,58.548837,38.548364
"COVID-19","routine","BIH",-0.375119,-9.510122,11.945004,-1.874495
"HPV","campaign","BIH",803.657741,662.353443,970.8676,805.086935
"HPV","routine","BIH",839.609788,681.697698,1017.646045,837.587701
"HepB","routine","BIH",84.789231,67.468211,104.997087,84.377676
"Hib","routine","BIH",5.85994,3.366855,8.983433,5.689718
"Measles","campaign","BIH",67.03229,36.61631,96.388016,68.184693
"Measles","routine","BIH",254.909627,202.768425,300.625944,254.983476
"PCV","routine","BIH",3.285365,-17.399947,29.372563,3.34149
"Rota","routine","BIH",1.571905,-6.405611,11.125554,1.363984
"Rubella","campaign","BIH",1.017283,-28.397669,26.176724,1.577001
"Rubella","routine","BIH",10.311898,0.000439,21.170695,9.449396
