"disease","Counts","lower_bound","upper_bound"
"COVID-19",5,-1.057,-1.055
"Rubella",1,-1.056,-1.052
"JE",9,-1.055,-1.05
"COVID-19",1,-1.054,-1.052
"Typhoid",6,-1.054,-1.048
"COVID-19",1,-1.052,-1.051
"Cholera",17,-1.052,-1.042
"Rubella",3,-1.052,-1.048
"COVID-19",1,-1.051,-1.049
"JE",7,-1.05,-1.046
"COVID-19",2,-1.049,-1.048
"COVID-19",2,-1.048,-1.046
"Typhoid",3,-1.048,-1.042
"COVID-19",1,-1.046,-1.044
"JE",5,-1.046,-1.041
"Rubella",3,-1.045,-1.041
"COVID-19",4,-1.044,-1.043
"COVID-19",2,-1.043,-1.041
"Cholera",11,-1.042,-1.031
"Typhoid",5,-1.042,-1.036
"COVID-19",6,-1.041,-1.04
"JE",10,-1.041,-1.037
"Rubella",3,-1.041,-1.037
"COVID-19",2,-1.04,-1.038
"COVID-19",2,-1.038,-1.037
"COVID-19",6,-1.037,-1.035
"JE",5,-1.037,-1.032
"Rubella",1,-1.037,-1.034
"Typhoid",4,-1.036,-1.031
"COVID-19",4,-1.035,-1.034
"COVID-19",3,-1.034,-1.032
"Rubella",3,-1.034,-1.03
"COVID-19",2,-1.032,-1.03
"JE",10,-1.032,-1.028
"Cholera",20,-1.031,-1.021
"Typhoid",5,-1.031,-1.025
"COVID-19",1,-1.03,-1.029
"Rubella",3,-1.03,-1.026
"COVID-19",3,-1.029,-1.027
"JE",6,-1.028,-1.023
"COVID-19",4,-1.027,-1.026
"COVID-19",1,-1.026,-1.024
"Rubella",2,-1.026,-1.023
"Typhoid",4,-1.025,-1.019
"COVID-19",5,-1.024,-1.023
"COVID-19",5,-1.023,-1.021
"JE",10,-1.023,-1.019
"Rubella",6,-1.023,-1.019
"COVID-19",4,-1.021,-1.02
"Cholera",13,-1.021,-1.011
"COVID-19",4,-1.02,-1.018
"JE",8,-1.019,-1.014
"Rubella",3,-1.019,-1.015
"Typhoid",5,-1.019,-1.013
"COVID-19",6,-1.018,-1.016
"COVID-19",9,-1.016,-1.015
"COVID-19",6,-1.015,-1.013
"Rubella",5,-1.015,-1.011
"JE",12,-1.014,-1.01
"COVID-19",3,-1.013,-1.012
"Typhoid",5,-1.013,-1.008
"COVID-19",4,-1.012,-1.01
"Cholera",18,-1.011,-1
"Rubella",1,-1.011,-1.008
"COVID-19",7,-1.01,-1.009
"JE",7,-1.01,-1.005
"COVID-19",10,-1.009,-1.007
"Rubella",5,-1.008,-1.004
"Typhoid",4,-1.008,-1.002
"COVID-19",8,-1.007,-1.005
"COVID-19",5,-1.005,-1.004
"JE",6,-1.005,-1.001
"COVID-19",6,-1.004,-1.002
"Rubella",2,-1.004,-1
"COVID-19",12,-1.002,-1.001
"Typhoid",4,-1.002,-0.9963
"COVID-19",14,-1.001,-0.9992
"JE",6,-1.001,-0.9964
"Cholera",12,-1,-0.9899
"Rubella",6,-1,-0.9967
"COVID-19",8,-0.9992,-0.9977
"COVID-19",10,-0.9977,-0.9961
"Rubella",5,-0.9967,-0.993
"JE",8,-0.9964,-0.9919
"Typhoid",3,-0.9963,-0.9906
"COVID-19",4,-0.9961,-0.9946
"COVID-19",8,-0.9946,-0.993
"COVID-19",10,-0.993,-0.9914
"Rubella",6,-0.993,-0.9893
"JE",7,-0.9919,-0.9874
"COVID-19",9,-0.9914,-0.9899
"Typhoid",4,-0.9906,-0.9849
"COVID-19",12,-0.9899,-0.9883
"Cholera",18,-0.9899,-0.9795
