"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","SEN",3.219145,-1.139814,6.929737,3.275737
"COVID-19","routine","SEN",2.618469,-1.611926,5.483321,2.455291
"HPV","routine","SEN",1482.35626,1180.182896,1887.043964,1467.350485
"HepB","routine","SEN",164.126316,131.426196,211.083969,162.570999
"Hib","routine","SEN",282.558969,197.974625,389.019708,280.057408
"Measles","campaign","SEN",117.622783,56.927348,174.670041,118.922693
"Measles","routine","SEN",1739.275901,1416.931097,2066.689034,1729.167521
"MenA","campaign","SEN",53.678021,26.783389,74.334017,54.750824
"MenACWYX","campaign","SEN",63.018018,19.764697,120.872463,58.026208
"MenACWYX","routine","SEN",64.050823,38.016931,89.642241,65.970621
"PCV","routine","SEN",161.260963,-2.169774,326.17675,158.111932
"Rota","routine","SEN",90.861445,7.220753,182.647218,86.002065
"Rubella","campaign","SEN",-4.254026,-11.737488,4.627132,-4.712485
"Rubella","routine","SEN",15.947321,3.5048,30.342422,15.806493
"Typhoid","campaign","SEN",32.376123,5.813597,135.582661,22.176756
"Typhoid","routine","SEN",40.935975,4.452711,213.563305,20.17944
"YF","campaign","SEN",58.742191,16.074908,127.586025,53.454556
"YF","routine","SEN",289.484475,75.269543,664.681839,259.135569
