"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","TGO",0.061299,-0.048117,0.188701,0.066439
"COVID-19","routine","TGO",0.110021,-0.06657,0.307246,0.10793
"HPV","campaign","TGO",8.296328,6.27471,10.572908,8.230325
"HPV","routine","TGO",7.804351,5.88248,9.898235,7.770848
"HepB","routine","TGO",7.089158,5.26888,10.176652,6.786878
"Hib","routine","TGO",2.158107,1.185662,3.31187,2.108553
"Measles","campaign","TGO",1.816105,0.904278,2.542917,1.866724
"Measles","routine","TGO",20.915975,17.366458,24.871779,20.985952
"MenA","campaign","TGO",0.462238,0.31423,0.63022,0.462111
"MenA","routine","TGO",0.415977,0.144288,0.649151,0.425991
"MenACWYX","campaign","TGO",0.88209,0.188516,1.448557,0.891535
"MenACWYX","routine","TGO",0.541463,0.286441,0.815744,0.55881
"PCV","routine","TGO",1.360717,-0.364351,2.994525,1.420162
"Rota","routine","TGO",2.113894,1.464692,2.697573,2.121658
"Rubella","campaign","TGO",0.18521,-0.327467,1.723975,0.035661
"Rubella","routine","TGO",0.325719,0.152977,0.526472,0.323019
"Typhoid","campaign","TGO",1.061156,0.28007,5.781845,0.697692
"Typhoid","routine","TGO",1.888573,0.146027,9.840526,0.947229
"YF","campaign","TGO",1.848048,0.459552,5.216122,1.607084
"YF","routine","TGO",5.965523,1.437692,13.817275,5.167701
