"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","NGA",0.045525,-0.000897,0.11399,0.046476
"COVID-19","routine","NGA",0.06042,-0.024696,0.159386,0.06712
"Cholera","campaign","NGA",0.105146,0.085059,0.152108,0.103805
"HPV","campaign","NGA",10.407094,8.620893,12.205083,10.408964
"HPV","routine","NGA",9.951533,8.321028,11.736112,9.939548
"HepB","routine","NGA",5.994284,4.569262,7.83016,5.85936
"Hib","routine","NGA",3.7576,1.13336,7.603296,3.423742
"Measles","campaign","NGA",2.597382,1.576978,3.320406,2.702891
"Measles","routine","NGA",22.400079,19.196447,25.727479,22.62829
"MenA","campaign","NGA",0.596579,0.436512,0.734477,0.597832
"MenA","routine","NGA",0.269763,0.100384,0.409248,0.274791
"MenACWYX","campaign","NGA",0.860778,0.403782,1.43913,0.856847
"MenACWYX","routine","NGA",0.502198,0.240213,0.784496,0.51615
"PCV","routine","NGA",2.723835,-1.090211,6.765832,2.353227
"Rota","routine","NGA",5.113836,-2.885622,12.865561,5.034256
"Rubella","campaign","NGA",0.318052,-0.079065,1.620033,0.071972
"Rubella","routine","NGA",1.084063,0.218762,2.2218,1.039956
"Typhoid","campaign","NGA",1.226912,0.28951,3.751554,0.988786
"Typhoid","routine","NGA",1.509705,0.160832,7.790105,0.893389
"YF","campaign","NGA",0.451225,0.144185,0.924657,0.425566
"YF","routine","NGA",7.715937,1.911044,18.836076,6.694919
