"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","NGA",1.899588,0.698184,3.655264,1.672636
"COVID-19","routine","NGA",4.004641,1.922391,6.260962,4.052675
"Cholera","campaign","NGA",3.073513,2.576289,3.921715,3.121041
"HPV","campaign","NGA",546.531878,430.598453,658.222735,545.835981
"HPV","routine","NGA",508.227402,408.669863,621.206729,503.863301
"HepB","routine","NGA",121.412818,97.627886,151.678962,120.216659
"Hib","routine","NGA",219.277092,73.917025,431.717414,199.958603
"Measles","campaign","NGA",153.871967,97.780575,193.64756,158.47233
"Measles","routine","NGA",1250.944156,1076.49443,1422.15566,1263.093275
"MenA","campaign","NGA",35.080998,24.993923,43.633113,35.158481
"MenA","routine","NGA",13.501755,5.408694,20.194019,13.487439
"MenACWYX","campaign","NGA",54.211955,25.470436,91.410107,54.027389
"MenACWYX","routine","NGA",27.687811,14.05108,40.867933,28.751523
"PCV","routine","NGA",160.244237,-47.964889,383.28382,140.909641
"Rota","routine","NGA",205.845715,-234.936774,628.143636,202.039588
"Rubella","campaign","NGA",29.024714,-5.486358,118.503925,10.898707
"Rubella","routine","NGA",88.377073,16.44688,160.265097,90.089719
"Typhoid","campaign","NGA",40.927855,8.205668,138.685388,28.681719
"Typhoid","routine","NGA",52.719607,5.307349,271.675985,27.078856
"YF","campaign","NGA",16.047392,4.854704,33.335559,14.965699
"YF","routine","NGA",286.794997,70.140141,704.839643,247.679566
