"disease","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","NGA",2.453219,1.295488,3.612272,2.357167
"Cholera","NGA",4.936163,4.137604,6.298404,5.012494
"HPV","NGA",526.417861,418.356114,634.401566,524.11403
"HepB","NGA",121.412818,97.627886,151.678962,120.216659
"Hib","NGA",219.277092,73.917025,431.717414,199.958603
"Measles","NGA",467.435991,393.601765,527.772585,471.178356
"Meningitis","NGA",37.389289,26.485054,49.719171,36.695486
"PCV","NGA",160.244237,-47.964889,383.28382,140.909641
"Rota","NGA",205.845715,-234.936774,628.143636,202.039588
"Rubella","NGA",57.789305,8.962663,118.369709,50.226492
"Typhoid","NGA",44.585002,8.090287,226.37378,28.73211
"YF","NGA",66.859379,17.367835,157.896864,58.448616
