"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","MDA",2.725312,1.157274,5.074251,2.600168
"COVID-19","routine","MDA",1.352768,0.69622,2.12849,1.328056
"HPV","campaign","MDA",285.382546,216.62121,369.207537,281.547342
"HPV","routine","MDA",249.701751,204.3863,304.211892,247.77247
"HepB","routine","MDA",87.948763,69.238575,114.70086,86.024139
"Hib","routine","MDA",20.786067,12.565399,30.698354,20.55652
"Measles","campaign","MDA",5.420356,0.150588,11.185054,5.370928
"Measles","routine","MDA",135.147721,100.891799,164.633643,135.378305
"PCV","routine","MDA",17.737814,-0.340171,31.791769,18.704218
"Rota","routine","MDA",2.2609,-0.159604,5.325739,2.134357
"Rubella","campaign","MDA",6.387015,-15.082497,35.183245,4.552004
"Rubella","routine","MDA",14.969104,1.497536,31.089542,14.21855
