"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","BTN",0.496321,0.182452,0.878717,0.450813
"COVID-19","routine","BTN",0.033317,-0.013168,0.079949,0.03198
"HPV","routine","BTN",31.185179,27.73364,34.839947,31.192025
"HepB","routine","BTN",4.831485,3.783786,6.860987,4.705455
"Hib","routine","BTN",1.454289,0.523908,2.431822,1.427024
"JE","campaign","BTN",0.00074,-0.103186,0.114016,0.001401
"JE","routine","BTN",0.26771,0.081838,0.49525,0.265872
"Measles","campaign","BTN",0.441293,0.065661,0.731454,0.456135
"Measles","routine","BTN",13.943683,11.071632,16.987439,13.860432
"PCV","routine","BTN",0.734963,-1.666869,3.410966,0.662548
"Rota","routine","BTN",0.267255,-1.173096,1.460285,0.279417
"Rubella","campaign","BTN",0.055359,-0.109208,0.305258,0.04575
"Rubella","routine","BTN",0.18561,0.027684,0.407959,0.173911
"Typhoid","campaign","BTN",0.101431,0.01684,0.311847,0.078533
"Typhoid","routine","BTN",0.071331,0.010901,0.232455,0.052503
