"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","BTN",16.379611,6.922556,27.914402,15.434002
"COVID-19","routine","BTN",0.870917,0.3593,1.403341,0.876618
"HPV","routine","BTN",2059.660545,1818.428358,2313.60112,2060.768834
"HepB","routine","BTN",173.562316,141.977549,227.151949,171.254553
"Hib","routine","BTN",109.871368,44.27423,178.377991,107.991803
"JE","campaign","BTN",-0.006009,-2.116003,2.012666,-0.015213
"JE","routine","BTN",94.604666,64.977508,126.759522,91.845753
"Measles","campaign","BTN",35.845454,11.617058,55.293437,36.512771
"Measles","routine","BTN",986.377163,778.52738,1199.554344,980.79661
"PCV","routine","BTN",57.232404,-110.16424,245.103699,52.129425
"Rota","routine","BTN",18.861716,-80.61887,101.869696,19.566634
"Rubella","campaign","BTN",5.77571,-3.460182,20.881644,4.658202
"Rubella","routine","BTN",14.659344,1.599436,31.309056,13.751775
"Typhoid","campaign","BTN",4.615928,0.848234,20.393686,3.088202
"Typhoid","routine","BTN",9.10948,0.42404,48.557699,4.05409
