"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","XK",0,0,0,0
"COVID-19","routine","XK",0,0,0,0
"HPV","campaign","XK",47763.762011,39110.636744,56397.304325,47822.417138
"HPV","routine","XK",312.337511,261.67134,364.31797,311.77779
"HepB","routine","XK",67.956787,54.492664,84.099829,67.380056
"Hib","routine","XK",38.58724,27.325914,53.625301,37.48922
"Measles","campaign","XK",34.34232,-0.193755,95.075132,30.606693
"Measles","routine","XK",366.682225,288.002312,429.670171,367.784016
"PCV","routine","XK",18.001337,11.180114,25.605895,17.885031
"Rota","routine","XK",0.64261,-0.639807,2.009689,0.652385
"Rubella","campaign","XK",0.450083,-37.681921,44.158343,0.724956
"Rubella","routine","XK",9.495989,0.793415,20.424915,9.148208
