"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","BDI",142.685942,-636.369635,759.877465,195.399945
"COVID-19","routine","BDI",-0.077835,-1.569201,0.960666,0.041948
"HPV","campaign","BDI",369.783959,224.71939,569.611613,359.615769
"HPV","routine","BDI",375.663505,228.261433,578.202244,365.127861
"HepB","routine","BDI",112.872586,91.148011,137.77971,112.08145
"Hib","routine","BDI",276.24319,194.535608,374.520702,274.2605
"Measles","campaign","BDI",65.952849,41.558525,96.239998,63.737462
"Measles","routine","BDI",901.111414,751.75983,1043.854533,900.246464
"MenA","campaign","BDI",22.768777,14.258058,31.590256,22.176019
"MenA","routine","BDI",421.297927,173.156359,625.017361,430.738022
"MenACWYX","campaign","BDI",62.427472,22.501415,97.923608,61.282193
"MenACWYX","routine","BDI",40.763112,23.746974,59.67362,41.561133
"PCV","routine","BDI",171.577471,45.520842,299.369513,167.952092
"Rota","routine","BDI",72.945731,30.098179,114.894638,74.667089
"Rubella","campaign","BDI",9.711329,-15.351408,103.238386,-2.263738
"Rubella","routine","BDI",21.07562,5.03897,39.243974,20.692522
"Typhoid","campaign","BDI",100.490073,6.599893,474.618388,51.279727
"Typhoid","routine","BDI",204.220961,4.586931,1237.927858,70.408717
"YF","routine","BDI",26.018811,9.169174,50.761482,24.656728
