"disease","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","SSD",1.979552,-0.502155,4.892941,2.129383
"HPV","SSD",368.561405,294.693611,458.823245,365.677898
"HepB","SSD",133.50387,112.534729,156.77762,133.006513
"Hib","SSD",315.499873,59.230384,588.251245,320.31917
"Measles","SSD",974.759206,834.997173,1117.19845,971.20939
"Meningitis","SSD",30.805434,21.245291,41.475297,30.58949
"PCV","SSD",118.746195,-975.255185,1270.051302,83.349495
"Rota","SSD",143.881117,-438.575433,694.414097,191.721574
"Rubella","SSD",28.320763,1.057611,88.153793,22.251068
"YF","SSD",48.499987,11.679638,105.916748,43.006072
