"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","SSD",1.535195,-1.275545,4.342469,1.116615
"COVID-19","routine","SSD",3.291363,-10.346317,12.628871,4.032556
"HPV","campaign","SSD",371.929395,299.270823,462.607797,368.80612
"HPV","routine","SSD",365.295156,291.590305,456.704346,362.104859
"HepB","routine","SSD",133.50387,112.534729,156.77762,133.006513
"Hib","routine","SSD",315.499873,59.230384,588.251245,320.31917
"Measles","campaign","SSD",536.958313,394.912302,718.664663,528.758285
"Measles","routine","SSD",2138.892431,1842.481574,2426.6255,2145.809176
"MenA","campaign","SSD",17.469986,12.422837,24.218739,17.072887
"MenA","routine","SSD",45.202282,17.837436,69.676343,45.429939
"MenACWYX","campaign","SSD",57.675395,24.262505,92.557611,56.568668
"MenACWYX","routine","SSD",36.477271,19.145623,53.046233,36.78789
"PCV","routine","SSD",118.746195,-975.255185,1270.051302,83.349495
"Rota","routine","SSD",143.881117,-438.575433,694.414097,191.721574
"Rubella","campaign","SSD",13.359953,-7.278978,107.381043,0.645033
"Rubella","routine","SSD",50.337809,4.906698,106.47031,48.52248
"YF","campaign","SSD",24.265031,5.48347,56.819258,21.664986
"YF","routine","SSD",356.753204,87.592216,862.833864,317.279147
