"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","MRT",3.015699,1.234878,7.40079,2.529793
"COVID-19","routine","MRT",3.77812,3.376251,4.278726,3.788437
"HPV","campaign","MRT",1105.95238,873.78867,1344.349482,1100.9531
"HPV","routine","MRT",733.719912,563.090647,965.110435,721.897344
"HepB","routine","MRT",163.783489,122.161549,282.529759,153.960191
"Hib","routine","MRT",237.354154,147.723968,318.598303,235.147048
"Measles","campaign","MRT",91.050638,34.538422,130.773657,96.69666
"Measles","routine","MRT",1556.930942,1287.443025,1864.421347,1564.237214
"MenA","campaign","MRT",32.004104,22.278766,44.318824,31.458095
"MenA","routine","MRT",88.572887,40.342553,136.19644,88.761741
"MenACWYX","campaign","MRT",64.686961,21.352569,120.684771,64.719265
"MenACWYX","routine","MRT",44.844034,23.838172,67.967368,44.889299
"PCV","routine","MRT",171.220636,41.944953,294.83059,173.105231
"Rota","routine","MRT",72.555149,14.527394,125.687219,74.758427
"Rubella","campaign","MRT",8.96465,-16.882615,94.54475,-1.580922
"Rubella","routine","MRT",19.39578,4.083703,32.619451,20.004312
"Typhoid","campaign","MRT",43.074406,6.561658,192.15953,24.503919
"Typhoid","routine","MRT",65.804798,4.768631,417.779888,23.540923
"YF","routine","MRT",151.031661,40.893849,320.912823,141.021681
