"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","KEN",0.060719,-0.010895,0.163958,0.059027
"COVID-19","routine","KEN",-0.010225,-0.102164,0.087751,-0.01512
"HPV","campaign","KEN",11.403483,9.943088,13.061162,11.377628
"HPV","routine","KEN",14.396188,12.487912,16.517509,14.37337
"HepB","routine","KEN",6.049209,4.970949,7.197368,6.019053
"Hib","routine","KEN",1.50032,1.071937,2.041811,1.481139
"Measles","campaign","KEN",0.326092,0.065887,0.658606,0.311616
"Measles","routine","KEN",6.962526,5.482911,8.491125,6.92204
"MenA","campaign","KEN",0.373975,0.09273,0.538832,0.380341
"MenA","routine","KEN",2.57914,1.122309,3.942996,2.630652
"MenACWYX","campaign","KEN",0.835072,0.359277,1.302088,0.829073
"MenACWYX","routine","KEN",0.619191,0.30682,0.922673,0.635771
"PCV","routine","KEN",0.804278,0.095155,1.618909,0.816398
"Rota","routine","KEN",0.967644,0.473166,1.44086,0.964031
"Rubella","campaign","KEN",0.308507,-0.019639,1.136056,0.196725
"Rubella","routine","KEN",0.231287,0.057933,0.428739,0.222427
"Typhoid","campaign","KEN",1.023387,0.205787,2.959673,0.803193
"Typhoid","routine","KEN",2.247802,-0.055212,12.706798,1.16028
"YF","routine","KEN",5.278628,1.265955,12.889126,4.546728
