"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","MNG",0.286258,0.107407,0.63251,0.246117
"COVID-19","routine","MNG",0.016246,-0.021122,0.060586,0.016397
"HPV","campaign","MNG",9.473652,7.839315,11.415752,9.444851
"HPV","routine","MNG",7.790561,6.460044,9.329321,7.775969
"HepB","routine","MNG",9.788137,7.866788,11.987667,9.677991
"Hib","routine","MNG",0.872617,0.591162,1.19262,0.863673
"Measles","campaign","MNG",0.020186,-0.018351,0.135826,0.01353
"Measles","routine","MNG",6.51623,4.904796,7.96944,6.526692
"PCV","routine","MNG",0.559636,-0.848176,1.643028,0.575139
"Rota","routine","MNG",0.301883,-0.207442,1.155242,0.299333
"Rubella","campaign","MNG",0.128818,-0.461388,0.822303,0.109593
"Rubella","routine","MNG",0.318309,0.056247,0.673838,0.293284
"Typhoid","campaign","MNG",0.101064,0.004196,0.649335,0.061622
"Typhoid","routine","MNG",0.352078,0.001355,4.240487,0.042574
