"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","PNG",0.022423,-0.172557,0.267412,0.006055
"COVID-19","routine","PNG",0.001392,-0.093047,0.099433,-0.005169
"HPV","campaign","PNG",12.144898,3.882942,30.881133,10.336289
"HPV","routine","PNG",11.102843,3.977543,27.620909,9.596727
"HepB","routine","PNG",5.988711,4.705988,7.528122,5.94628
"Hib","routine","PNG",2.575831,0.882587,4.571618,2.570818
"JE","campaign","PNG",0.025587,7.7e-05,0.100803,0.015778
"JE","routine","PNG",0.308966,0.157297,0.587447,0.288383
"Measles","campaign","PNG",2.229598,1.528716,2.682997,2.271524
"Measles","routine","PNG",16.724313,13.702621,20.440539,16.71437
"PCV","routine","PNG",1.443296,-1.718104,4.068244,1.43917
"Rota","routine","PNG",2.226313,-3.318202,7.79824,2.246292
"Rubella","campaign","PNG",0.476314,0.099514,1.139972,0.40781
"Rubella","routine","PNG",0.216117,0.00724,0.490965,0.213169
"Typhoid","campaign","PNG",10.776943,0.484921,35.060959,8.515574
"Typhoid","routine","PNG",5.518872,-0.004359,19.76697,3.902109
