"disease","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","NPL",2.919809,1.29192,5.888946,2.531964
"HPV","NPL",711.031482,607.82219,826.362791,711.132741
"HepB","NPL",116.327311,92.404781,142.497511,115.553165
"Hib","NPL",109.62974,44.545064,174.108984,106.025703
"JE","NPL",63.121447,42.953574,86.33015,62.64204
"Measles","NPL",350.955592,272.966519,421.331341,351.054431
"PCV","NPL",71.386763,-24.509591,174.694442,74.147115
"Rota","NPL",25.713245,-93.420502,126.75306,32.410308
"Rubella","NPL",3.793485,1.218603,8.166822,3.550538
"Typhoid","NPL",7.749631,1.089171,30.986665,4.173799
