"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","TJK",0.058464,-0.018438,0.119808,0.055811
"COVID-19","routine","TJK",0.011911,-0.001248,0.023129,0.011939
"HPV","campaign","TJK",26.130126,20.103019,33.440595,25.932896
"HPV","routine","TJK",25.947419,20.74568,31.67202,25.926302
"HepB","routine","TJK",3.111916,2.582559,3.711489,3.101029
"Hib","routine","TJK",2.467823,1.585745,3.492763,2.445441
"Measles","campaign","TJK",0.07237,-0.004522,0.235382,0.047304
"Measles","routine","TJK",3.030049,2.378882,3.626709,3.034827
"PCV","routine","TJK",1.457866,-2.042917,4.561383,1.41257
"Rota","routine","TJK",0.47263,0.128536,0.854075,0.445961
"Rubella","campaign","TJK",0.391023,0.001621,1.887628,0.24427
"Rubella","routine","TJK",0.391167,0.05489,1.066036,0.303494
