"disease","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","TJK",2.481961,2.023216,3.156168,2.3763
"HPV","TJK",1776.050633,1360.767151,2233.547096,1759.666915
"HepB","TJK",100.458469,86.037972,114.963609,100.241935
"Hib","TJK",180.075443,117.437199,252.964263,178.629838
"Measles","TJK",143.167071,110.353349,172.47677,143.816775
"PCV","TJK",108.166668,-139.684467,325.52419,104.735747
"Rota","TJK",33.113061,9.227342,60.156008,31.22992
"Rubella","TJK",32.911178,2.661984,87.150413,29.694708
