"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","AFG",2.620858,-0.359624,5.676435,2.494332
"COVID-19","campaign","AGO",4.57726,1.092963,8.406993,4.307359
"COVID-19","campaign","ALB",22.846557,10.89072,42.962652,21.961686
"COVID-19","campaign","ARM",4.31626,0.059599,8.985812,4.827155
"COVID-19","campaign","AZE",14.865083,6.614076,32.98164,13.054471
"COVID-19","campaign","BDI",114.66631,-636.369635,759.877465,145.230143
"COVID-19","campaign","BEN",1.564693,0.206775,3.235296,1.431015
"COVID-19","campaign","BFA",2.172093,-1.286028,5.74427,2.101277
"COVID-19","campaign","BGD",4.631312,2.483429,7.930308,4.364129
"COVID-19","campaign","BIH",38.869534,23.581694,58.548837,38.205607
"COVID-19","campaign","BLR",18.39726,10.046451,30.781827,18.030039
"COVID-19","campaign","BLZ",7.184683,3.187462,12.809388,6.976294
"COVID-19","campaign","BOL",5.190906,2.197228,11.81891,4.584212
"COVID-19","campaign","BTN",16.300784,6.319563,27.914402,15.434002
"COVID-19","campaign","CAF",2.005469,-0.635417,4.504943,1.992968
"COVID-19","campaign","CHN",0,0,0,0
"COVID-19","campaign","CIV",2.406631,0.496371,5.265746,2.283741
"COVID-19","campaign","CMR",1.567711,0.103351,4.225219,1.429474
"COVID-19","campaign","COD",-0.126567,-6.429874,5.606182,-0.06072
"COVID-19","campaign","COG",2.159768,0.175775,4.371251,2.079896
"COVID-19","campaign","COL",14.018369,3.439719,28.990953,11.733054
"COVID-19","campaign","COM",3.109342,1.198666,6.654161,2.711534
"COVID-19","campaign","CPV",5.442604,2.116562,13.055833,4.431466
"COVID-19","campaign","CUB",22.209465,7.944527,45.704496,20.838093
"COVID-19","campaign","DJI",1.62684,0.275621,3.189331,1.557916
"COVID-19","campaign","DMA",0,0,0,0
"COVID-19","campaign","DZA",2.920307,0.933172,5.669624,2.680904
"COVID-19","campaign","ECU",15.31225,4.026067,35.518374,12.883589
"COVID-19","campaign","EGY",4.4292,1.844814,7.637789,4.389282
"COVID-19","campaign","ERI",NA,NA,NA,NA
"COVID-19","campaign","ETH",2.307247,0.065039,5.881492,2.169905
"COVID-19","campaign","FJI",4.940423,2.282578,10.843678,4.359459
"COVID-19","campaign","FSM",-0.186834,-1.337381,0.7319,-0.186302
"COVID-19","campaign","GEO",10.720654,4.425295,16.682441,10.46425
"COVID-19","campaign","GHA",2.689463,0.606127,6.083644,2.445176
"COVID-19","campaign","GIN",3.850151,0.98656,8.85301,3.31554
"COVID-19","campaign","GMB",3.588702,0.724591,6.442843,3.517667
"COVID-19","campaign","GNB",2.512569,-1.167411,5.829316,2.726928
"COVID-19","campaign","GRD",5.206805,1.22367,9.463636,5.510918
"COVID-19","campaign","GTM",17.555515,9.557009,27.976322,17.26735
"COVID-19","campaign","GUY",6.050535,2.49782,15.776281,5.694872
"COVID-19","campaign","HND",3.155185,1.460244,5.389521,3.13946
"COVID-19","campaign","HTI",0.913691,-2.529746,4.260007,0.945079
"COVID-19","campaign","IDN",6.406732,2.750114,12.220676,5.135196
"COVID-19","campaign","IND",14.081024,4.581787,33.068619,11.937005
"COVID-19","campaign","IRN",2.956245,1.0011,6.091831,2.810617
"COVID-19","campaign","IRQ",22.978103,6.417929,46.847771,19.698481
"COVID-19","campaign","JAM",14.863393,6.862915,27.210927,14.454755
"COVID-19","campaign","JOR",23.183442,7.627822,49.282706,20.408647
"COVID-19","campaign","KEN",2.404601,0.335655,5.411798,2.086606
"COVID-19","campaign","KGZ",2.631204,-0.203401,4.463164,2.723999
"COVID-19","campaign","KHM",9.66769,4.339132,19.665896,7.866989
"COVID-19","campaign","KIR",0.053281,-0.554207,0.907956,0
"COVID-19","campaign","LAO",9.335006,4.44182,17.961272,9.188365
