"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","AFG",0.061303,-0.031256,0.165935,0.055066
"COVID-19","campaign","AGO",0.114597,-0.00147,0.244335,0.111167
"COVID-19","campaign","ALB",0.924796,0.484778,1.525608,0.851749
"COVID-19","campaign","ARM",0.157706,-0.011388,0.39176,0.162474
"COVID-19","campaign","AZE",0.57092,0.255184,1.190076,0.496619
"COVID-19","campaign","BDI",3.33841,-22.630212,31.171184,4.270486
"COVID-19","campaign","BEN",0.025991,-0.049984,0.099844,0.024619
"COVID-19","campaign","BFA",0.041196,-0.055496,0.152211,0.033475
"COVID-19","campaign","BGD",0.134219,0.057209,0.249235,0.128523
"COVID-19","campaign","BIH",2.017543,1.079094,2.919346,1.977354
"COVID-19","campaign","BLR",0.882853,0.472827,1.379656,0.883215
"COVID-19","campaign","BLZ",0.226159,0.081374,0.414807,0.228243
"COVID-19","campaign","BOL",0.175661,0.05597,0.390911,0.147219
"COVID-19","campaign","BTN",0.498057,0.224997,0.878717,0.450813
"COVID-19","campaign","CAF",0.047143,-0.043896,0.110386,0.047769
"COVID-19","campaign","CHN",0,0,0,0
"COVID-19","campaign","CIV",0.056931,-0.007628,0.137686,0.05252
"COVID-19","campaign","CMR",0.030064,-0.072645,0.119815,0.027629
"COVID-19","campaign","COD",-0.069418,-0.33514,0.143424,-0.075585
"COVID-19","campaign","COG",0.058151,-0.015859,0.168506,0.048239
"COVID-19","campaign","COL",0.426265,0.048117,0.859957,0.350339
"COVID-19","campaign","COM",0.113124,0.044726,0.203505,0.102871
"COVID-19","campaign","CPV",0.117336,-0.065189,0.34675,0.119282
"COVID-19","campaign","CUB",0.986624,0.370384,1.955069,0.935527
"COVID-19","campaign","DJI",0.034029,0.00525,0.095811,0.018375
"COVID-19","campaign","DMA",0,0,0,0
"COVID-19","campaign","DZA",0.081075,-0.027539,0.225731,0.08902
"COVID-19","campaign","ECU",0.459535,0.078289,1.110549,0.362331
"COVID-19","campaign","EGY",0.126359,0.021161,0.234774,0.122637
"COVID-19","campaign","ERI",NA,NA,NA,NA
"COVID-19","campaign","ETH",0.0415,-0.046726,0.144986,0.049228
"COVID-19","campaign","FJI",0.195561,0.10644,0.395048,0.178835
"COVID-19","campaign","FSM",0,0,0,0
"COVID-19","campaign","GEO",0.511016,0.235636,0.751649,0.479949
"COVID-19","campaign","GHA",0.058977,-0.046026,0.175606,0.052945
"COVID-19","campaign","GIN",0.094092,0.004013,0.215837,0.090565
"COVID-19","campaign","GMB",0.07017,-0.07586,0.213846,0.061473
"COVID-19","campaign","GNB",0.087491,-0.037933,0.193536,0.092123
"COVID-19","campaign","GRD",0.082496,0,0.220085,0.05282
"COVID-19","campaign","GTM",0.459284,0.207839,0.724867,0.466362
"COVID-19","campaign","GUY",0.235098,0.103993,0.544727,0.230766
"COVID-19","campaign","HND",0.081359,0.00906,0.154478,0.088372
"COVID-19","campaign","HTI",0.036561,-0.187994,0.28761,0.037548
"COVID-19","campaign","IDN",0.226885,0.08883,0.403171,0.192751
"COVID-19","campaign","IND",0.473704,0.112324,1.024628,0.417206
"COVID-19","campaign","IRN",0.084833,-0.00184,0.183211,0.091625
"COVID-19","campaign","IRQ",0.64238,0.203656,1.380782,0.577235
"COVID-19","campaign","JAM",0.597987,0.212491,1.085317,0.594436
"COVID-19","campaign","JOR",0.61537,0.126582,1.266477,0.578065
"COVID-19","campaign","KEN",0.058067,-0.010895,0.164388,0.052032
"COVID-19","campaign","KGZ",0.071098,-0.032676,0.175538,0.068898
"COVID-19","campaign","KHM",0.295396,0.121378,0.587849,0.253453
"COVID-19","campaign","KIR",0,0,0,0
"COVID-19","campaign","LAO",0.27446,0.110826,0.530909,0.256342
"COVID-19","campaign","LBR",0.017178,-0.023743,0.055174,0.017132
"COVID-19","campaign","LCA",0.228494,0.126712,0.514768,0.229666
"COVID-19","campaign","LKA",0.359953,0.160835,0.84977,0.314564
"COVID-19","campaign","LSO",0.052287,0.021826,0.110875,0.042342
"COVID-19","campaign","MAR",0.182693,0.055163,0.49483,0.155158
"COVID-19","campaign","MDA",0.125731,0.039884,0.266321,0.11354
"COVID-19","campaign","MDG",0.090479,-0.290543,0.379655,0.089731
"COVID-19","campaign","MDV",0.251533,0.065646,0.521309,0.225257
"COVID-19","campaign","MHL",0,0,0,0
"COVID-19","campaign","MKD",1.143527,0.457721,2.140179,1.086088
"COVID-19","campaign","MLI",0.027572,-0.082897,0.146041,0.012645
"COVID-19","campaign","MMR",0.150223,0.065616,0.296638,0.13519
"COVID-19","campaign","MNG",0.290704,0.107407,0.645422,0.277029
"COVID-19","campaign","MOZ",0.036391,-0.034644,0.10762,0.034277
"COVID-19","campaign","MRT",0.068992,-0.022686,0.174152,0.06462
"COVID-19","campaign","MWI",0.030767,-0.102695,0.184184,0.034436
"COVID-19","campaign","NAM",0.434038,-0.049277,1.093561,0.405584
"COVID-19","campaign","NER",0.024298,-0.119069,0.138691,0.034038
"COVID-19","campaign","NGA",0.046097,-0.000897,0.11399,0.044515
"COVID-19","campaign","NIC",0.074769,-0.027262,0.170432,0.071771
"COVID-19","campaign","NPL",0.147717,0.074268,0.284041,0.127865
