"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","MMR",0.150097,0.065616,0.296638,0.135942
"COVID-19","routine","MMR",0.018518,0.006706,0.03391,0.018324
"HPV","routine","MMR",18.6629,15.096154,23.414507,18.474977
"HepB","routine","MMR",7.383464,5.515167,9.828708,7.228504
"Hib","routine","MMR",2.1843,0.889,3.852819,2.13401
"JE","routine","MMR",0.138175,0.062407,0.358414,0.11362
"Measles","campaign","MMR",0.497856,0.173359,0.80831,0.507005
"Measles","routine","MMR",8.442588,6.90415,10.174315,8.380271
"PCV","routine","MMR",1.396459,-0.779554,3.373739,1.301242
"Rota","routine","MMR",0.579218,-0.639451,1.725669,0.591436
"Rubella","campaign","MMR",0.118836,-0.016469,0.524008,0.054582
"Rubella","routine","MMR",0.207829,0.083282,0.396472,0.192546
"Typhoid","campaign","MMR",0.127805,0.030562,0.480776,0.087097
"Typhoid","routine","MMR",0.368238,-0.049526,3.145091,0.109208
