"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","ZMB",0.04337,0.002582,0.090079,0.047402
"COVID-19","routine","ZMB",0.021261,-0.03657,0.113651,0.02012
"HPV","routine","ZMB",65.317803,57.160714,73.500971,65.245748
"HepB","routine","ZMB",6.408684,4.973865,8.827905,6.220943
"Hib","routine","ZMB",2.76146,1.768306,3.932895,2.700151
"Measles","campaign","ZMB",0.312042,0.069791,0.716092,0.275857
"Measles","routine","ZMB",9.280322,7.279418,11.259962,9.268512
"PCV","routine","ZMB",1.643157,-0.35914,3.389895,1.61566
"Rota","routine","ZMB",0.90147,0.225696,1.596518,0.857483
"Rubella","campaign","ZMB",0.434178,-0.477284,1.909442,0.328276
"Rubella","routine","ZMB",0.439035,0.215546,0.723486,0.429618
"Typhoid","campaign","ZMB",0.603597,0.117536,2.9289,0.412268
"Typhoid","routine","ZMB",1.049997,0.063105,5.91914,0.45487
"YF","routine","ZMB",0.964696,0.289997,2.25014,0.889188
