"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","ZMB",1.973629,0.817435,4.044208,1.83778
"COVID-19","routine","ZMB",2.304183,0.772718,4.275233,2.261735
"HPV","routine","ZMB",3497.065693,2954.888047,4020.138071,3484.38426
"HepB","routine","ZMB",154.926848,120.904049,209.0844,150.4472
"Hib","routine","ZMB",176.883893,115.932344,249.929702,173.492372
"Measles","campaign","ZMB",19.824027,6.345815,42.54708,17.78919
"Measles","routine","ZMB",568.757543,449.985083,680.047451,568.014931
"PCV","routine","ZMB",111.211171,-10.253536,218.994729,109.799432
"Rota","routine","ZMB",54.929459,14.370141,95.654648,52.450087
"Rubella","campaign","ZMB",35.883647,-26.787995,127.662016,28.642626
"Rubella","routine","ZMB",35.582617,19.862545,47.864519,35.631238
"Typhoid","campaign","ZMB",25.335121,3.353687,153.886277,13.430515
"Typhoid","routine","ZMB",41.271661,2.505565,226.806591,15.91344
"YF","routine","ZMB",32.889382,10.149531,77.183836,30.358675
