"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","MWI",0.027242,-0.116276,0.184184,0.034436
"COVID-19","routine","MWI",0.002045,-0.188018,0.235609,0.024756
"Cholera","campaign","MWI",0.016972,0.009019,0.035534,0.01646
"HPV","routine","MWI",24.76394,20.854283,28.881634,24.581412
"HepB","routine","MWI",4.953964,3.897954,8.238411,4.806078
"Hib","routine","MWI",2.020911,1.396727,2.823404,1.983534
"Measles","campaign","MWI",0.516103,0.187398,0.918851,0.496876
"Measles","routine","MWI",8.912916,7.10987,10.755816,8.880937
"PCV","routine","MWI",1.087962,0.056922,2.282242,1.11766
"Rota","routine","MWI",0.601496,0.168386,0.985003,0.619888
"Rubella","campaign","MWI",0.177475,-0.200191,1.724543,-0.009684
"Rubella","routine","MWI",0.330598,0.071753,0.627458,0.31577
"Typhoid","campaign","MWI",0.403561,0.078803,1.65989,0.289186
"Typhoid","routine","MWI",0.719241,0.029692,2.778184,0.323478
