"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","MWI",2.31064,-1.149006,5.86919,2.327803
"COVID-19","routine","MWI",0.455579,-4.739927,6.363368,0.294725
"Cholera","campaign","MWI",0.626359,0.368594,1.073297,0.649175
"HPV","routine","MWI",927.552704,813.826047,1056.519515,922.070968
"HepB","routine","MWI",129.950439,101.572385,215.072359,125.87926
"Hib","routine","MWI",126.040147,87.656748,176.315991,123.502007
"Measles","campaign","MWI",33.716816,15.010279,56.775479,32.288983
"Measles","routine","MWI",552.440668,444.613055,658.828125,550.692832
"PCV","routine","MWI",74.242994,10.058795,145.496922,76.129483
"Rota","routine","MWI",35.981811,10.858904,58.510948,37.011887
"Rubella","campaign","MWI",14.184831,-13.615823,131.226734,-0.698579
"Rubella","routine","MWI",26.462507,4.53124,47.004929,27.258704
"Typhoid","campaign","MWI",17.418644,2.609812,107.05192,9.819077
"Typhoid","routine","MWI",30.705532,1.910146,129.140561,11.499654
