"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","LBR",0.016075,-0.021989,0.055174,0.016998
"COVID-19","routine","LBR",-0.012612,-0.132433,0.062938,-0.001639
"HPV","routine","LBR",17.303471,9.782159,30.607756,16.188066
"HepB","routine","LBR",11.156268,8.111645,15.343007,10.962241
"Hib","routine","LBR",4.307473,2.140389,6.647234,4.230213
"Measles","campaign","LBR",2.469417,1.602365,3.324899,2.469367
"Measles","routine","LBR",29.9703,25.086255,34.74866,30.245126
"PCV","routine","LBR",2.795213,-1.108619,6.106367,2.663304
"Rota","routine","LBR",1.372464,-0.555206,2.913914,1.289995
"Rubella","campaign","LBR",0.153964,-0.11184,1.252914,0.017837
"Rubella","routine","LBR",1.02361,0.194072,2.263363,0.978294
"Typhoid","campaign","LBR",2.985195,0.427715,9.342651,2.032181
"Typhoid","routine","LBR",3.049649,0.2725,14.619718,1.686042
"YF","campaign","LBR",1.10884,0.32125,2.96807,0.949851
"YF","routine","LBR",5.940727,1.748036,12.950359,5.477191
