"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","BFA",0.040899,-0.055496,0.152211,0.033475
"COVID-19","routine","BFA",0.120288,-0.113541,0.311558,0.115423
"HPV","routine","BFA",7.339539,4.575,11.31122,7.055268
"HepB","routine","BFA",5.114665,4.060228,6.43403,5.038514
"Hib","routine","BFA",3.289081,2.145846,5.031494,3.203593
"Measles","campaign","BFA",1.739009,0.797938,2.745716,1.713923
"Measles","routine","BFA",26.586413,21.75791,31.407773,26.508401
"MenA","campaign","BFA",0.712178,0.321478,0.923107,0.732187
"MenA","routine","BFA",0.308902,0.12948,0.484172,0.329965
"MenACWYX","campaign","BFA",0.730657,0.095019,1.359615,0.735853
"MenACWYX","routine","BFA",0.610846,0.226654,0.877829,0.634558
"PCV","routine","BFA",1.844821,-0.608198,4.603165,1.782251
"Rota","routine","BFA",1.95603,1.155869,2.706843,1.968388
"Rubella","campaign","BFA",-0.075971,-0.335297,0.324437,-0.053853
"Rubella","routine","BFA",0.276668,0.069738,0.573667,0.258236
"Typhoid","campaign","BFA",1.513709,0.39753,4.587188,1.268514
"Typhoid","routine","BFA",2.580684,0.307348,13.198012,1.511908
"YF","campaign","BFA",0.899824,0.298745,1.775043,0.857652
"YF","routine","BFA",4.061493,1.159472,9.321359,3.645747
