"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","BFA",2.145269,-1.28432,5.74427,1.862352
"COVID-19","routine","BFA",4.990768,-0.658663,10.176025,5.256546
"HPV","routine","BFA",259.572521,194.972532,354.561044,254.28729
"HepB","routine","BFA",123.367278,98.477024,154.934448,121.599823
"Hib","routine","BFA",211.512923,139.5534,322.546017,206.150282
"Measles","campaign","BFA",102.316178,48.105822,160.641666,100.914842
"Measles","routine","BFA",1617.428824,1333.226805,1899.810611,1614.920242
"MenA","campaign","BFA",46.199654,20.27615,60.037476,47.239318
"MenA","routine","BFA",17.585586,7.587834,33.268886,17.696018
"MenACWYX","campaign","BFA",49.991059,5.570237,93.838216,50.396902
"MenACWYX","routine","BFA",36.959352,12.977344,53.293147,38.903804
"PCV","routine","BFA",122.416868,-29.058029,294.057795,118.323627
"Rota","routine","BFA",94.804445,46.730181,140.456415,95.786116
"Rubella","campaign","BFA",-5.748289,-23.008673,22.187822,-3.598454
"Rubella","routine","BFA",19.816224,5.161838,37.485794,19.067109
"Typhoid","campaign","BFA",53.405444,11.541212,262.766574,37.602678
"Typhoid","routine","BFA",90.523506,10.1312,627.10925,43.034314
"YF","campaign","BFA",31.488501,10.205969,63.376579,29.909952
"YF","routine","BFA",151.475238,43.349212,344.682552,135.967292
