"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","LAO",9.463384,4.421524,17.961272,9.188365
"COVID-19","routine","LAO",1.058285,0.110333,1.825849,1.063902
"HPV","campaign","LAO",386.791424,330.321081,450.330417,384.643253
"HPV","routine","LAO",301.131495,250.605791,360.258351,299.510546
"HepB","routine","LAO",165.019544,134.346561,199.286596,164.195436
"Hib","routine","LAO",275.022009,171.675447,421.643297,270.819212
"JE","routine","LAO",99.530273,67.516591,133.58878,99.19727
"Measles","campaign","LAO",68.296962,36.434479,108.635813,65.484539
"Measles","routine","LAO",1123.9038,888.153381,1351.811448,1128.003824
"PCV","routine","LAO",201.905068,55.361253,364.888104,210.278328
"Rota","routine","LAO",61.743907,-299.499354,425.60142,62.889797
"Rubella","campaign","LAO",6.126029,0.74131,17.497359,5.148156
"Rubella","routine","LAO",4.959539,2.468114,7.711119,4.971062
"Typhoid","campaign","LAO",12.122394,2.195525,42.484786,7.08808
"Typhoid","routine","LAO",31.132006,0.5695,189.359559,11.635807
