"disease","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","LAO",6.411347,3.187157,11.783065,6.147381
"HPV","LAO",323.182188,272.911871,380.016129,322.003895
"HepB","LAO",165.019544,134.346561,199.286596,164.195436
"Hib","LAO",275.022009,171.675447,421.643297,270.819212
"JE","LAO",99.530273,67.516591,133.58878,99.19727
"Measles","LAO",409.394285,317.741965,485.775317,410.778371
"PCV","LAO",201.905068,55.361253,364.888104,210.278328
"Rota","LAO",61.743907,-299.499354,425.60142,62.889797
"Rubella","LAO",5.726451,1.865691,13.12774,5.106874
"Typhoid","LAO",16.269578,2.073718,71.575388,7.954878
