"disease","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","MLI",2.571861,0.335658,4.691609,2.617576
"HPV","MLI",348.628593,296.25179,407.864802,348.150975
"HepB","MLI",227.740575,181.003616,294.287404,223.236456
"Hib","MLI",376.306455,215.56851,598.360783,372.488935
"Measles","MLI",944.132976,767.718959,1088.341598,946.71318
"Meningitis","MLI",45.894174,27.351987,63.010025,45.978022
"PCV","MLI",261.400339,-5.312582,563.925884,265.657571
"Rota","MLI",62.513583,-23.473564,155.932676,66.814496
"Rubella","MLI",32.710254,1.218836,102.061529,24.45464
"Typhoid","MLI",52.194299,7.048762,295.574492,25.939517
"YF","MLI",81.006712,24.399717,176.080162,74.693809
