"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","TUN",0.168438,0.062555,0.39543,0.171219
"COVID-19","routine","TUN",0.050245,-0.003327,0.110165,0.051322
"HPV","campaign","TUN",5.554077,4.881105,6.341266,5.524979
"HPV","routine","TUN",4.95876,4.349487,5.68199,4.938473
"HepB","routine","TUN",1.900235,1.562499,2.276122,1.886483
"Hib","routine","TUN",0.325699,0.194312,0.472575,0.318859
"Measles","campaign","TUN",0.098569,-0.220443,0.407115,0.090719
"Measles","routine","TUN",6.45152,4.801057,8.117017,6.409984
"PCV","routine","TUN",0.222103,-0.320182,0.61146,0.249418
"Rota","routine","TUN",0.06589,-0.169145,0.342897,0.06334
"Rubella","campaign","TUN",0.029365,0.010114,0.059169,0.027759
"Rubella","routine","TUN",0.047862,0.006554,0.101912,0.045017
