"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","TUN",5.294507,2.365514,11.461497,5.130964
"COVID-19","routine","TUN",1.399851,0.547589,2.479165,1.476836
"HPV","campaign","TUN",332.886835,293.222125,382.888923,330.89353
"HPV","routine","TUN",297.05346,261.643224,343.257506,295.579604
"HepB","routine","TUN",59.734108,50.617948,68.871261,59.523522
"Hib","routine","TUN",26.48197,16.444231,37.796577,25.938289
"Measles","campaign","TUN",13.721127,-10.009261,35.362622,13.163623
"Measles","routine","TUN",488.900031,359.642627,618.519582,486.502751
"PCV","routine","TUN",18.280095,-23.278986,48.124827,20.376247
"Rota","routine","TUN",5.612249,-12.196331,26.522496,5.221786
"Rubella","campaign","TUN",2.090005,0.881729,3.494125,2.025542
"Rubella","routine","TUN",2.013227,-0.254137,4.395789,1.938441
