"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","AFG",2.625802,-0.359624,5.676435,2.506421
"COVID-19","campaign","AGO",4.623539,1.731281,8.424332,4.248658
"COVID-19","campaign","ALB",22.553248,10.89072,42.962652,21.235403
"COVID-19","campaign","ARM",4.312459,0.059599,8.996261,4.798684
"COVID-19","campaign","AZE",15.010244,6.712676,32.98164,13.418929
"COVID-19","campaign","BDI",122.645527,-636.369635,960.422168,145.230143
"COVID-19","campaign","BEN",1.520465,0.206775,3.235296,1.431015
"COVID-19","campaign","BFA",2.134324,-1.28432,5.74427,1.862352
"COVID-19","campaign","BGD",4.742171,2.483429,7.930308,4.488824
"COVID-19","campaign","BIH",39.964839,24.873534,58.575489,38.548364
"COVID-19","campaign","BLR",18.469618,10.046451,30.664631,18.030039
"COVID-19","campaign","BLZ",7.10634,3.187462,12.809388,6.873088
"COVID-19","campaign","BOL",5.371307,2.197228,11.81891,4.704701
"COVID-19","campaign","BTN",16.346786,6.922556,27.914402,15.434002
"COVID-19","campaign","CAF",2.018804,-0.635417,4.504943,1.992968
"COVID-19","campaign","CHN",0,0,0,0
"COVID-19","campaign","CIV",2.341922,0.359979,5.265746,2.242137
"COVID-19","campaign","CMR",1.72808,0.132004,4.584574,1.701699
"COVID-19","campaign","COD",0.010905,-6.429874,5.606182,-0.06072
"COVID-19","campaign","COG",2.092518,0.175775,4.371251,2.079896
"COVID-19","campaign","COL",14.088619,3.975996,28.990953,11.827175
"COVID-19","campaign","COM",3.061417,1.192264,6.654161,2.711534
"COVID-19","campaign","CPV",5.460955,2.116562,13.055833,4.534104
"COVID-19","campaign","CUB",22.107383,6.89668,45.911257,19.973018
"COVID-19","campaign","DJI",1.628416,0.275621,3.189331,1.557916
"COVID-19","campaign","DMA",0,0,0,0
"COVID-19","campaign","DZA",2.922705,0.933172,5.669624,2.680904
"COVID-19","campaign","ECU",15.4053,4.004568,35.518374,12.883589
"COVID-19","campaign","EGY",4.440811,1.844814,7.637789,4.389282
"COVID-19","campaign","ERI",NA,NA,NA,NA
"COVID-19","campaign","ETH",2.249544,0.065039,5.881492,2.169905
"COVID-19","campaign","FJI",5.023503,2.299197,10.843678,4.359459
"COVID-19","campaign","FSM",-0.165735,-1.337381,0.7319,-0.186302
"COVID-19","campaign","GEO",10.667237,5.641167,16.682441,10.46425
"COVID-19","campaign","GHA",2.641932,0.606127,6.083644,2.433177
"COVID-19","campaign","GIN",3.895479,0.98656,8.85301,3.369445
"COVID-19","campaign","GMB",3.562753,0.724591,6.442843,3.517667
"COVID-19","campaign","GNB",2.489078,-1.167411,5.829316,2.58642
"COVID-19","campaign","GRD",5.066461,1.22367,9.463636,5.202799
"COVID-19","campaign","GTM",17.559187,9.557009,28.025103,17.126217
"COVID-19","campaign","GUY",5.984863,2.49782,16.440848,5.694872
"COVID-19","campaign","HND",3.20389,1.460244,5.389521,3.13946
"COVID-19","campaign","HTI",0.943981,-2.529746,4.260007,1.05338
"COVID-19","campaign","IDN",6.472487,2.750114,12.220676,5.183846
"COVID-19","campaign","IND",13.938409,4.581787,33.068619,11.393043
"COVID-19","campaign","IRN",2.899507,1.0011,6.091831,2.56739
"COVID-19","campaign","IRQ",23.171045,6.417929,46.847771,19.698481
"COVID-19","campaign","JAM",14.932667,6.569732,27.210927,14.454755
"COVID-19","campaign","JOR",23.372001,7.627822,49.282706,20.408647
"COVID-19","campaign","KEN",2.491873,0.327018,5.411798,2.129817
"COVID-19","campaign","KGZ",2.693239,0.204414,4.463164,2.723999
"COVID-19","campaign","KHM",9.597576,4.339132,19.068727,8.018974
"COVID-19","campaign","KIR",0.068969,-0.554207,1.014081,0.041271
