"disease","country","mean_value","lower_95","upper_95","median_value"
"Measles","FSM",2.564482,1.857798,3.566733,2.553993
"Measles","GEO",1.949909,0.882725,3.345362,1.936079
"Measles","GHA",6.670515,3.315202,11.121969,6.667893
"Measles","GIN",12.19059,6.751187,18.747406,12.149065
"Measles","GMB",14.149913,5.127872,25.428827,14.097354
"Measles","GNB",14.476853,6.376889,24.950539,14.506314
"Measles","GRD",3.21922,0.962553,5.97442,3.202155
"Measles","GTM",6.84513,2.917415,12.357872,6.952184
"Measles","GUY",3.06387,1.285197,5.349914,3.069903
"Measles","HND",6.218077,2.462568,11.019329,6.169647
"Measles","HTI",7.350236,2.721755,13.119584,7.34822
"Measles","IDN",3.897824,2.074542,6.546241,3.898702
"Measles","IND",6.928275,4.802607,9.840909,6.876828
"Measles","IRN",4.707393,1.718685,8.834379,4.619096
"Measles","IRQ",4.134299,1.487192,7.480787,4.064533
"Measles","JAM",2.850804,0.93963,5.345616,2.830723
"Measles","JOR",3.5466,1.247003,6.483902,3.549278
"Measles","KEN",3.289108,1.286505,5.784657,3.222894
"Measles","KGZ",1.659066,0.730516,2.939039,1.66144
"Measles","KHM",4.198963,2.037125,7.022335,4.18451
"Measles","KIR",4.381274,2.2186,7.065179,4.380482
"Measles","LAO",6.182063,2.674993,10.436736,6.111313
"Measles","LBR",12.211435,8.779882,17.014708,12.211631
"Measles","LCA",2.012929,0.292842,4.276918,2.022179
"Measles","LKA",1.862331,0.709374,3.37648,1.845418
"Measles","LSO",3.068128,1.750962,4.956864,3.036492
"Measles","MAR",10.748135,4.553467,18.956077,10.763287
"Measles","MDA",1.279953,0.613363,2.194615,1.290548
"Measles","MDG",5.288464,2.647741,8.527658,5.349395
"Measles","MDV",3.965111,1.228912,7.353774,3.93828
"Measles","MHL",9.38491,5.213777,15.075584,9.498794
"Measles","MKD",2.798664,1.200719,4.834947,2.770274
"Measles","MLI",15.579492,8.335588,24.369729,15.50753
"Measles","MMR",4.494298,2.222445,7.492141,4.453261
"Measles","MNG",4.124862,1.38254,7.356168,4.074839
"Measles","MOZ",10.284609,4.514803,17.991716,10.32143
"Measles","MRT",8.444737,3.581458,13.966789,8.254349
"Measles","MWI",4.240241,2.245782,6.947428,4.231031
"Measles","NAM",3.193219,1.576243,5.159114,3.187606
"Measles","NER",14.314559,10.580504,19.154858,14.331393
"Measles","NGA",8.266428,5.076216,12.118703,8.320957
"Measles","NIC",4.864752,2.348539,8.345001,4.902569
"Measles","NPL",4.871967,2.487961,8.192659,4.873715
"Measles","PAK",6.380409,3.335572,10.114573,6.355675
"Measles","PER",4.519524,2.378157,7.415249,4.573883
"Measles","PHL",2.836977,1.434159,4.676395,2.860814
"Measles","PNG",6.798773,3.346883,11.076275,6.718254
"Measles","PRK",2.362099,1.060951,4.045542,2.3488
"Measles","PRY",3.11525,1.148277,5.55158,3.087682
"Measles","PSE",2.756427,1.175277,4.973943,2.724512
"Measles","RWA",5.985631,3.090118,9.947925,5.881495
"Measles","SDN",5.154853,3.926892,7.073839,5.112451
"Measles","SEN",12.965696,5.657617,22.23986,13.003253
"Measles","SLB",4.943368,2.346402,8.189183,4.975464
"Measles","SLE",11.902758,6.163256,19.687606,11.91303
"Measles","SLV",5.767166,2.982311,9.678944,5.726272
"Measles","SOM",14.972579,12.486657,18.073277,14.978866
"Measles","SRB",2.127968,0.898372,3.815604,2.125633
"Measles","SSD",13.784891,9.905379,18.012028,13.826601
"Measles","STP",10.853067,5.481197,18.285022,10.780385
"Measles","SWZ",2.48982,0.961412,4.537553,2.433782
"Measles","SYR",2.79471,1.232036,4.645384,2.793354
"Measles","TCD",14.234131,9.245249,20.331341,14.123154
"Measles","TGO",8.497391,4.236334,13.985957,8.499523
"Measles","THA",3.380326,1.268937,6.143386,3.360661
"Measles","TJK",2.043986,0.893087,3.581514,2.04165
"Measles","TKM",3.312515,1.235763,5.989504,3.313536
"Measles","TLS",4.192809,2.085142,6.811937,4.208111
"Measles","TON",1.865466,0.650988,3.460258,1.85252
"Measles","TUN",5.826702,1.912831,11.039427,5.807371
"Measles","TUV",4.942651,3.315839,7.194126,4.931574
"Measles","TZA",5.075767,2.279711,8.882337,5.097415
"Measles","UGA",4.230962,2.301838,6.893717,4.22726
"Measles","UKR",2.514524,1.133057,4.294391,2.496248
"Measles","UZB",1.66499,0.66385,3.101513,1.664253
"Measles","VCT",4.669151,1.550727,8.737545,4.637844
"Measles","VEN",4.950823,1.580627,9.01957,4.967893
"Measles","VNM",2.091956,0.841591,3.778729,2.05645
"Measles","VUT",4.126045,1.970513,6.705721,4.116308
"Measles","WSM",1.535861,0.781203,2.452648,1.521939
"Measles","XK",4.21166,2.060845,6.911215,4.195129
"Measles","YEM",6.660133,3.221335,11.124712,6.633987
"Measles","ZAF",3.105266,1.152782,5.578923,3.048107
"Measles","ZMB",4.330792,1.990745,7.460146,4.346688
"Measles","ZWE",2.760742,1.074155,4.897917,2.784162
"MenA","BDI",0.530163,0.332245,0.777958,0.514696
"MenA","BEN",0.582818,0.395361,0.891055,0.56726
"MenA","BFA",0.669804,0.322131,0.857956,0.695488
"MenA","CAF",0.588699,0.420917,0.868221,0.569125
"MenA","CIV",0.601326,0.394537,0.852674,0.593161
"MenA","CMR",0.394853,0.284131,0.499891,0.395218
"MenA","COD",0.479921,0.3436,0.688657,0.462126
"MenA","ERI",0.384798,0.152964,0.529036,0.393049
"MenA","ETH",0.578615,0.410837,0.758021,0.581091
"MenA","GHA",0.57399,0.397072,0.759588,0.577364
"MenA","GIN",0.455789,0.315571,0.66784,0.447339
"MenA","GMB",0.664147,0.44379,0.858632,0.676446
"MenA","GNB",0.456387,0.318589,0.665963,0.44709
"MenA","KEN",0.477236,0.176034,0.73388,0.472812
"MenA","MLI",0.746858,0.496431,0.965563,0.746569
"MenA","MRT",0.500385,0.352967,0.672758,0.495935
"MenA","NER",0.711564,0.417129,0.912235,0.725349
"MenA","NGA",0.484261,0.294382,0.654514,0.492621
"MenA","SDN",0.663571,0.467441,0.873001,0.665845
"MenA","SEN",0.756448,0.378735,1.017446,0.77205
"MenA","SSD",0.323764,0.228582,0.445923,0.318956
"MenA","TCD",0.577386,0.390042,0.769477,0.576685
"MenA","TGO",0.458098,0.322537,0.603571,0.455564
"MenA","TZA",0.194949,0.097052,0.424555,0.17942
"MenA","UGA",0.495505,0.337607,0.710603,0.483549
"MenACWYX","BDI",0.876905,0.333505,1.341431,0.860612
"MenACWYX","BEN",0.764925,0.018816,1.491728,0.792427
"MenACWYX","BFA",0.735987,0.261134,1.238238,0.724035
"MenACWYX","CAF",1.114713,0.527047,1.704393,1.13452
"MenACWYX","CIV",0.909794,0.215379,1.537333,0.941211
"MenACWYX","CMR",0.822165,0.126925,1.400573,0.840106
"MenACWYX","COD",0.958578,0.435956,1.602595,0.92956
"MenACWYX","ERI",0.994421,0.443858,1.521642,1.021641
"MenACWYX","ETH",0.833144,0.249451,1.343119,0.825486
"MenACWYX","GHA",0.723135,0.27691,1.215136,0.722185
"MenACWYX","GIN",0.948223,0.41011,1.465435,0.948662
"MenACWYX","GMB",0.715705,0.239624,1.2039,0.712327
"MenACWYX","GNB",0.863344,0.371001,1.400275,0.860156
"MenACWYX","KEN",0.811351,0.35134,1.26129,0.816814
"MenACWYX","MLI",0.806469,0.233555,1.523861,0.791305
"MenACWYX","MRT",0.853692,0.336703,1.569343,0.862773
"MenACWYX","NER",0.761079,0.004393,1.592464,0.747092
"MenACWYX","NGA",0.84998,0.391299,1.408189,0.85832
"MenACWYX","RWA",0.894778,0.440483,1.325849,0.89229
"MenACWYX","SDN",0.902176,0.269244,1.540039,0.903819
"MenACWYX","SEN",0.830062,0.084311,1.507984,0.804767
"MenACWYX","SSD",0.86331,0.373833,1.356282,0.864692
"MenACWYX","TCD",0.774726,0.182936,1.296974,0.756282
"MenACWYX","TGO",0.877303,0.238279,1.492236,0.878597
"MenACWYX","TZA",1.030059,0.326777,1.752268,1.036563
"MenACWYX","UGA",0.921719,0.379116,1.473581,0.924291
"Meningitis","BDI",0.614799,0.40423,0.803017,0.61782
"Meningitis","BEN",0.645865,0.360896,0.978472,0.651125
"Meningitis","BFA",0.63743,0.431605,0.862381,0.640637
"Meningitis","CAF",0.731301,0.49019,0.976945,0.751108
"Meningitis","CIV",0.689052,0.413168,0.977736,0.702424
"Meningitis","CMR",0.545422,0.326224,0.739873,0.550125
"Meningitis","COD",0.698582,0.451222,0.991714,0.693456
"Meningitis","ERI",0.595703,0.420188,0.782173,0.591042
"Meningitis","ETH",0.686693,0.45282,0.905556,0.675089
"Meningitis","GHA",0.579973,0.404098,0.777851,0.577337
"Meningitis","GIN",0.617248,0.396192,0.808848,0.61687
"Meningitis","GMB",0.680598,0.411584,0.911897,0.687797
"Meningitis","GNB",0.612373,0.408309,0.80694,0.605757
"Meningitis","KEN",0.614299,0.450738,0.794393,0.605222
"Meningitis","MLI",0.704186,0.41951,0.987047,0.695164
"Meningitis","MRT",0.650073,0.448832,0.893788,0.650459
"Meningitis","NER",0.69627,0.325247,1.041489,0.696847
"Meningitis","NGA",0.629466,0.445196,0.832919,0.623034
"Meningitis","RWA",1.006896,0.555228,1.40762,1.002026
"Meningitis","SDN",0.720936,0.49764,0.942007,0.72451
"Meningitis","SEN",0.889397,0.510054,1.280182,0.88596
"Meningitis","SSD",0.497524,0.337417,0.667378,0.497629
"Meningitis","TCD",0.64494,0.425752,0.865566,0.643649
"Meningitis","TGO",0.602262,0.366896,0.817199,0.600466
"Meningitis","TZA",0.591028,0.230104,0.879604,0.600374
"Meningitis","UGA",0.662047,0.437751,0.892651,0.666002
"PCV","AFG",2.464697,-0.048669,5.683484,2.118341
"PCV","AGO",5.403878,0.723577,13.282207,4.593022
"PCV","ALB",0.342601,0.071844,0.660939,0.328742
"PCV","ARM",0.482722,0.012412,1.299283,0.438349
"PCV","AZE",1.477605,0.229828,3.665356,1.455974
"PCV","BDI",2.693974,0.833739,5.539604,2.467443
"PCV","BEN",2.917682,0.671322,6.22037,2.692844
"PCV","BFA",1.883586,-0.636127,5.022428,1.606738
"PCV","BGD",1.151775,-0.216225,3.275882,1.095758
"PCV","BIH",0.032196,-0.277536,0.377239,0.006117
"PCV","BLR",0.102854,-0.191576,0.502801,0.048269
"PCV","BLZ",0.17654,-0.503958,0.839122,0.15567
"PCV","BOL",2.813919,0.481969,8.035531,2.554335
"PCV","BTN",0.656113,-1.478705,3.429069,0.314586
"PCV","CAF",3.161014,-2.091968,9.213452,2.554796
"PCV","CHN",0.56704,-0.727479,2.602481,0.407796
"PCV","CIV",1.009149,-0.736757,2.514837,1.114495
"PCV","CMR",3.076722,0.868573,6.708661,2.884346
"PCV","COD",3.496107,0.381061,8.995903,2.997964
"PCV","COG",1.63169,0.151538,4.068284,1.48572
"PCV","COL",0.357567,0.126538,0.79565,0.323115
"PCV","COM",2.049876,-4.243825,9.346044,0.975381
"PCV","CPV",0.553706,-1.613891,3.453357,0.200309
"PCV","CUB",0.113318,-0.2435,0.445534,0.086363
"PCV","DJI",1.515193,-0.232,4.099936,1.28885
"PCV","DZA",0.552201,0.039398,1.517263,0.47491
"PCV","ECU",0.657516,0.270966,1.223527,0.622396
"PCV","EGY",0.416316,-0.859021,1.900085,0.174587
"PCV","ERI",2.150644,-0.350542,6.05827,1.839016
"PCV","ETH",2.849176,0.551016,6.651474,2.697939
"PCV","FJI",0.868354,0.207809,1.900753,0.781631
"PCV","FSM",1.716256,0.374909,4.067941,1.575044
"PCV","GEO",0.252237,0.049398,0.504029,0.250415
"PCV","GHA",0.997301,0.160212,2.196273,0.898622
"PCV","GIN",2.868955,-19.629646,28.26557,0.553059
"PCV","GMB",2.08404,0.735239,4.075383,1.967371
"PCV","GNB",2.294528,-0.075987,6.01467,1.838536
"PCV","GTM",0.951688,0.238234,2.153747,0.868828
"PCV","GUY",0.524329,0.146611,0.84146,0.532706
"PCV","HND",0.705665,0.267434,1.460645,0.656793
"PCV","HTI",3.004003,-2.569531,9.773228,1.946742
"PCV","IDN",0.686195,-1.869952,3.827247,0.297187
"PCV","IND",0.906942,-1.94809,4.16788,0.490925
"PCV","IRN",0.681892,-0.426179,2.23581,0.597098
"PCV","IRQ",0.489548,-0.414166,1.903231,0.332704
"PCV","JAM",0.0811,0.05593,0.122536,0.077438
"PCV","JOR",0.173699,-0.711992,1.038012,0.080108
"PCV","KEN",0.798759,0.05266,1.737531,0.769421
"PCV","KGZ",1.105599,0.145737,2.920456,1.107391
"PCV","KHM",1.498075,-0.010314,4.189885,1.259843
"PCV","KIR",1.37957,0.51502,2.744449,1.28001
"PCV","LAO",2.892466,0.637253,6.992088,2.798571
"PCV","LBR",2.81383,-0.74134,7.734197,2.307144
"PCV","LKA",0.164658,-0.379214,0.80002,0.090291
"PCV","LSO",0.976055,-0.225993,1.86744,1.030606
"PCV","MAR",0.907344,0.170375,2.336453,0.838979
"PCV","MDA",0.233368,-0.023825,0.511641,0.204161
"PCV","MDG",2.027023,0.065486,5.184705,1.68345
"PCV","MHL",0.529769,0.294282,0.806309,0.524522
"PCV","MKD",0.06409,-0.350216,0.548641,0.0492
"PCV","MLI",4.301173,0.581422,11.039447,3.860665
"PCV","MMR",1.414177,-0.672986,4.279224,1.094762
"PCV","MNG",0.568376,-0.650441,1.875069,0.356097
"PCV","MOZ",1.720525,0.016057,4.090421,1.536251
"PCV","MRT",2.457555,0.629622,5.166035,2.328417
"PCV","MWI",1.094546,0.045292,2.382392,1.071733
"PCV","NAM",0.387008,-0.029624,0.822517,0.387725
"PCV","NER",4.558134,1.270493,8.206338,4.560708
"PCV","NGA",2.618554,-1.045345,7.834444,1.889288
"PCV","NIC",1.00398,0.455233,1.94651,0.950006
"PCV","NPL",1.008629,-0.385343,3.107264,0.825501
"PCV","PAK",1.60202,0.30676,3.339307,1.475557
"PCV","PER",0.506559,0.158161,0.992786,0.446072
"PCV","PHL",0.867736,0.0822,2.264085,0.736065
"PCV","PNG",1.385151,-1.579558,4.450827,1.184204
"PCV","PRK",0.561633,-1.643939,3.090294,0.269694
"PCV","PRY",0.473277,0.150459,0.875739,0.437225
"PCV","PSE",0.063568,0.033861,0.092782,0.063951
"PCV","RWA",2.185319,0.390141,5.358865,1.963727
"PCV","SDN",2.70145,0.826357,5.860586,2.62917
"PCV","SEN",2.348841,0.294435,6.3568,2.016973
"PCV","SLB",0.940867,0.293949,2.002275,0.896289
"PCV","SLE",2.716199,0.146658,6.480104,2.379779
"PCV","SLV",0.477941,0.145407,0.898807,0.437233
"PCV","SOM",2.519776,-27.366162,30.86051,1.2932
"PCV","SRB",0.064231,-0.216785,0.38719,0.022305
"PCV","SSD",1.77269,-17.018381,27.030547,0.61143
"PCV","STP",0.793068,0.009583,1.580601,0.775776
"PCV","SWZ",0.917101,0.600216,1.289151,0.911634
"PCV","SYR",0.132166,-2.244653,2.256248,0.013014
"PCV","TCD",4.97165,-23.876152,37.949558,1.542118
"PCV","TGO",1.349342,-0.400156,2.961464,1.338934
"PCV","THA",0.134351,-0.373373,0.689549,0.055645
"PCV","TJK",1.556764,-1.812666,5.777789,1.050859
"PCV","TKM",0.855479,-1.163126,3.043707,0.70561
"PCV","TLS",1.647965,-4.998413,9.729583,0.6413
"PCV","TON",0.26886,-0.471561,1.020405,0.209002
"PCV","TUN",0.202996,-0.171323,0.691717,0.122557
"PCV","TUV",0.149435,0.074999,0.222506,0.147811
"PCV","TZA",1.752346,0.244807,4.086648,1.512278
"PCV","UGA",1.197319,-0.210176,3.334757,1.036855
"PCV","UKR",0.056896,-0.809567,0.909381,0.022791
"PCV","UZB",0.799776,0.149195,1.728747,0.742154
"PCV","VEN",0.146709,-1.875927,2.216122,0.11872
"PCV","VNM",0.25586,-0.812093,1.411431,0.178567
"PCV","VUT",0.309126,-0.533196,1.35903,0.245846
"PCV","WSM",0.63298,-1.449236,3.021156,0.25926
"PCV","XK",0.227318,0.167372,0.292893,0.228
"PCV","YEM",2.213447,0.412078,5.33299,2.127941
"PCV","ZAF",0.748894,0.055261,1.565649,0.720496
"PCV","ZMB",1.590571,-0.192878,3.687222,1.390196
"PCV","ZWE",0.640032,-0.013395,1.602094,0.607741
"Rota","AFG",1.442795,-0.321147,4.494255,0.972735
"Rota","AGO",2.851084,-0.326906,6.429235,2.565962
"Rota","ALB",0.039549,-0.171243,0.285575,0.017773
"Rota","ARM",0.097819,-0.092342,0.454055,0.029472
"Rota","AZE",0.235401,-1.890584,2.692676,0.073417
"Rota","BDI",1.268897,0.221205,2.035011,1.354504
"Rota","BEN",1.42308,-0.742322,3.165788,1.665765
"Rota","BFA",1.968093,-0.131819,3.88265,2.00386
"Rota","BGD",0.277138,-1.606788,1.855206,0.1917
"Rota","BIH",0.012934,-0.126918,0.167261,0.017105
"Rota","BLR",0.009255,-0.076014,0.107117,0.004198
"Rota","BLZ",0.072786,-0.123169,0.255503,0.079449
"Rota","BOL",1.01942,0.312097,2.750602,0.76261
"Rota","BTN",0.261611,-1.525666,2.222943,0.127831
"Rota","CAF",7.73749,-9.997395,22.71234,9.223811
"Rota","CHN",0.173103,-0.396069,1.143266,0.044047
"Rota","CIV",0.546303,-0.203773,1.121012,0.549026
"Rota","CMR",2.037848,-0.10254,3.878367,2.101173
"Rota","COD",1.671136,-2.736808,5.188444,2.006789
"Rota","COG",0.912451,-0.284193,1.943734,0.96326
"Rota","COL",0.142856,0.038539,0.244178,0.141574
"Rota","COM",0.848701,-2.97647,4.887509,0.853314
"Rota","CPV",0.142,-0.198584,0.457427,0.165277
"Rota","CUB",0.012874,-0.052623,0.077124,0.01265
"Rota","DJI",0.756417,-0.215644,1.453532,0.821448
"Rota","DZA",0.239865,-0.98312,1.661354,0.084597
"Rota","ECU",0.167578,0.066302,0.283503,0.163986
"Rota","EGY",0.725027,-0.863728,2.457832,0.621232
"Rota","ERI",1.224744,0.117117,2.379181,1.331388
"Rota","ETH",0.802708,-0.350203,2.163789,0.713676
"Rota","FJI",0.26911,0.101796,0.595509,0.238808
"Rota","FSM",0.772375,0.073743,2.541218,0.508735
"Rota","GEO",0.045748,0.005403,0.134452,0.028666
"Rota","GHA",0.657894,-0.084123,1.194395,0.701115
"Rota","GIN",1.868697,-10.848945,12.450106,2.688239
"Rota","GMB",0.601371,-0.417837,1.748299,0.53221
"Rota","GNB",1.328937,-0.540622,3.422932,1.424895
"Rota","GTM",0.49356,0.225522,0.981768,0.449919
"Rota","GUY",0.30055,0.134481,0.653501,0.283028
"Rota","HND",0.297997,0.135789,0.530579,0.27548
"Rota","HTI",1.288106,-0.514437,3.648292,0.8431
"Rota","IDN",0.585176,-1.830188,2.902157,0.514519
"Rota","IND",0.367741,-0.721984,1.602591,0.244718
"Rota","IRN",0.167243,-0.173027,0.816353,0.075141
"Rota","IRQ",0.318863,-0.127021,1.040049,0.209545
"Rota","JAM",0.040017,0.026806,0.072219,0.038398
"Rota","JOR",0.116716,-0.031674,0.403674,0.066318
"Rota","KEN",0.996769,-0.088063,2.088906,1.114928
"Rota","KGZ",0.15674,-0.321573,0.889947,0.095191
"Rota","KHM",0.366693,-1.634153,3.030238,0.224307
"Rota","KIR",0.640834,0.065119,1.523216,0.527185
"Rota","LAO",0.903288,-6.831093,8.020443,1.334956
"Rota","LBR",1.427993,-1.127899,3.76854,1.476102
"Rota","LKA",0.027554,-0.146486,0.229312,0.024701
"Rota","LSO",0.634775,-0.31236,1.14879,0.759832
"Rota","MAR",0.381818,0.150945,0.891298,0.2986
"Rota","MDA",0.025642,-0.021343,0.093967,0.0228
"Rota","MDG",2.228954,-0.403124,5.030536,2.594764
"Rota","MHL",0.227737,0.087799,0.534254,0.20561
"Rota","MKD",0.060806,-0.237021,0.425273,0.028816
"Rota","MLI",1.10157,-0.946848,3.49756,0.980156
"Rota","MMR",0.616497,-0.654093,2.333035,0.448687
"Rota","MNG",0.297359,-0.426836,1.432908,0.159271
"Rota","MOZ",0.677899,-0.492165,1.744802,0.694783
"Rota","MRT",1.284916,0.030051,2.226515,1.312697
"Rota","MWI",0.615614,-0.043543,1.085047,0.67805
"Rota","NAM",0.288114,-0.022262,0.494365,0.292263
"Rota","NER",3.577371,1.710614,6.288934,3.88741
"Rota","NGA",4.777838,-10.269922,14.87021,6.33738
"Rota","NIC",0.332429,0.136453,0.565301,0.329249
"Rota","NPL",0.331966,-2.140556,2.446807,0.315184
"Rota","PAK",0.948078,-0.548197,2.419828,0.973968
"Rota","PER",0.214128,0.046474,0.616514,0.132622
"Rota","PHL",0.358891,-2.462097,3.497242,0.259548
"Rota","PNG",2.033184,-6.054799,8.848719,2.760135
"Rota","PRK",0.348321,-0.434948,1.40505,0.183258
"Rota","PRY",0.187352,0.053773,0.478069,0.153414
"Rota","PSE",0.040498,0.013545,0.085984,0.038969
"Rota","RWA",0.91745,-0.130874,2.285939,0.852778
"Rota","SDN",0.948343,-0.106247,2.155233,0.866622
"Rota","SEN",1.484656,-0.30463,3.868524,1.330226
"Rota","SLB",0.394946,-0.046268,1.084025,0.325921
"Rota","SLE",1.147847,-0.513466,2.459104,1.22098
"Rota","SLV",0.191749,0.049966,0.372992,0.18939
"Rota","SOM",4.184321,-13.017075,17.467306,5.060654
"Rota","SRB",0.010277,-0.104888,0.163468,0.004402
"Rota","SSD",3.001389,-11.023302,14.245286,3.183869
"Rota","STP",0.193765,-0.399013,0.824023,0.200517
"Rota","SWZ",0.887776,0.186408,1.516282,0.878977
"Rota","SYR",0.082996,-0.954754,1.163157,0.055973
"Rota","TCD",10.652798,-10.696841,27.637274,12.494284
"Rota","TGO",2.137324,-0.175721,4.772364,2.366041
"Rota","THA",0.065183,-0.109522,0.220457,0.070772
"Rota","TJK",0.479073,0.040132,1.221699,0.405046
"Rota","TKM",0.528611,-0.513837,2.292808,0.291806
"Rota","TLS",0.672624,-1.914764,2.77748,0.785428
"Rota","TON",0.051377,-0.240822,0.394206,0.039081
"Rota","TUN",0.061187,-0.26821,0.494705,0.027908
"Rota","TUV",0.071667,0.0154,0.233436,0.042597
"Rota","TZA",0.64997,-0.124268,1.735342,0.521464
"Rota","UGA",0.58413,-0.709047,1.72167,0.518202
"Rota","UKR",0.00781,-0.297096,0.31231,0.013693
"Rota","UZB",0.314748,0.001888,1.040019,0.220365
"Rota","VEN",0.345088,0.094434,0.653557,0.313913
"Rota","VNM",0.188475,-0.558837,0.914802,0.148333
"Rota","VUT",0.441662,-0.583908,1.673328,0.347581
"Rota","WSM",0.14045,-0.633817,0.980245,0.091099
"Rota","XK",0.002528,0.000813,0.004421,0.002475
"Rota","YEM",1.723368,0.63881,4.025095,1.257318
"Rota","ZAF",0.454115,0.019431,0.849115,0.469375
"Rota","ZMB",0.886512,-0.013087,1.903094,0.881094
"Rota","ZWE",0.462143,-0.026364,0.960647,0.452518
"Rubella","AFG",0.365785,0.054221,0.98142,0.317887
"Rubella","AGO",0.140572,-0.193962,1.03517,0.054965
"Rubella","ALB",0.133273,-0.004759,0.448102,0.096855
"Rubella","ARM",0.151081,-0.160156,0.545779,0.135691
"Rubella","AZE",0.217436,0.03139,0.738131,0.155845
"Rubella","BDI",0.189831,-0.044882,0.956155,0.124525
"Rubella","BEN",0.420276,0.051873,0.938873,0.408392
"Rubella","BFA",0.07612,-0.07945,0.278501,0.066771
"Rubella","BGD",0.219776,0.079425,0.452851,0.204546
"Rubella","BIH",0.113736,-0.085109,0.361712,0.09718
"Rubella","BLR",0.220565,0.046828,0.531104,0.192284
"Rubella","BLZ",0.200884,-0.1847,0.602929,0.18511
"Rubella","BOL",0.173797,0.023494,0.549468,0.119269
"Rubella","BTN",0.100852,-0.052245,0.322557,0.091544
"Rubella","CAF",0.265901,-0.043421,1.191272,0.182807
"Rubella","CHN",0.042469,0,0.102145,0.041882
"Rubella","CIV",0.072892,-0.255979,0.286828,0.108067
"Rubella","CMR",0.062593,-0.209167,0.373572,0.049988
"Rubella","COD",0.400475,-0.022559,1.241711,0.343189
"Rubella","COG",0.233838,-0.142315,1.190315,0.11979
"Rubella","COL",0.130888,0.020003,0.385457,0.102979
"Rubella","COM",-0.078174,-0.951954,0.624505,-0.017892
"Rubella","CPV",0.133156,-0.179993,0.565779,0.112948
"Rubella","CUB",0.168763,0.022136,0.463421,0.137535
"Rubella","DJI",0.020952,-0.981354,0.647281,0.119987
"Rubella","DMA",0.115899,-0.2846,0.541313,0.089427
"Rubella","DZA",0.499259,0.08608,1.148903,0.457085
"Rubella","ECU",0.137166,0.014508,0.457029,0.098014
"Rubella","EGY",0.096385,0.019207,0.226504,0.088344
"Rubella","ERI",0.240221,0.03312,0.705364,0.189147
"Rubella","ETH",0.42459,0.053997,1.162236,0.348512
"Rubella","FJI",0.363781,0.06283,0.778657,0.346246
"Rubella","FSM",0.145831,-0.126881,0.468982,0.135843
"Rubella","GEO",0.149429,-0.145213,0.539362,0.137784
"Rubella","GHA",0.326327,0.055377,0.824028,0.296044
"Rubella","GIN",0.262911,-0.030836,1.074066,0.184623
"Rubella","GMB",0.162019,-0.030733,0.70364,0.094841
"Rubella","GNB",0.183306,-0.957897,1.22128,0.211734
"Rubella","GRD",0.12373,-0.347134,0.608587,0.104223
"Rubella","GTM",0.170684,0.013871,0.538631,0.124172
"Rubella","GUY",0.201586,-0.017755,0.615026,0.159829
"Rubella","HND",0.163478,0.00636,0.583493,0.105654
"Rubella","HTI",0.016914,-0.111612,0.143954,0.016886
"Rubella","IDN",0.131024,0.062456,0.215758,0.128511
"Rubella","IND",0.295844,0.116209,0.600424,0.268258
"Rubella","IRN",0.135959,0.058811,0.246271,0.126229
"Rubella","IRQ",0.135246,0.003696,0.408074,0.10827
"Rubella","JAM",0.179323,-0.017892,0.476703,0.156316
"Rubella","JOR",0.163813,0.03577,0.350298,0.157313
"Rubella","KEN",0.269957,0.047395,0.805411,0.206217
"Rubella","KGZ",0.232326,0.064714,0.520373,0.208949
"Rubella","KHM",0.176389,0.04702,0.330106,0.167012
"Rubella","KIR",0.292015,-0.316259,1.003856,0.278976
"Rubella","LAO",0.075642,0.009765,0.194647,0.067596
"Rubella","LBR",0.393611,0.011535,1.340356,0.307078
"Rubella","LCA",0.106015,-0.247892,0.442716,0.098053
"Rubella","LKA",0.178338,0.052925,0.402077,0.157869
"Rubella","LSO",0.076098,-0.518713,0.732802,0.072256
"Rubella","MAR",0.153172,0.03745,0.356825,0.13737
"Rubella","MDA",0.146545,-0.147895,0.566321,0.119287
"Rubella","MDG",0.234242,0.023826,0.573819,0.208397
"Rubella","MDV",0.115923,-0.089287,0.339855,0.108438
"Rubella","MHL",0.162405,-0.450761,0.595705,0.163524
"Rubella","MKD",0.092398,-0.195855,0.394258,0.086632
"Rubella","MLI",0.386086,-0.009418,1.364073,0.299159
"Rubella","MMR",0.142703,0.027856,0.420888,0.11114
"Rubella","MNG",0.24379,-0.101457,0.713355,0.217134
"Rubella","MOZ",0.189871,0.059084,0.350395,0.184339
"Rubella","MRT",0.16108,-0.063918,0.931796,0.098614
"Rubella","MWI",0.232301,-0.00265,1.07734,0.149656
"Rubella","NAM",-0.043151,-0.231369,0.092023,-0.039991
"Rubella","NER",0.661595,0.046424,2.058908,0.549929
"Rubella","NGA",0.679604,0.120456,2.012538,0.558825
"Rubella","NIC",0.151574,-0.001061,0.517944,0.104973
"Rubella","NPL",0.061305,0.004012,0.138937,0.057962
"Rubella","PAK",0.0554,-0.138555,0.247798,0.052478
"Rubella","PER",0.214431,0.025892,0.557161,0.168943
"Rubella","PHL",0.250439,0.030485,0.675176,0.193866
"Rubella","PNG",0.412353,0.119066,0.98471,0.355519
"Rubella","PRK",0.295665,0.075016,0.736659,0.261393
"Rubella","PRY",0.143528,-0.004674,0.544138,0.098453
"Rubella","PSE",0.144415,0.021826,0.419653,0.114392
"Rubella","RWA",0.299773,0.050296,1.050398,0.229301
