"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","KGZ",0.074285,-0.032676,0.175538,0.070671
"COVID-19","routine","KGZ",0.043623,-0.057028,0.135277,0.034482
"HPV","campaign","KGZ",5.572026,4.637812,6.755855,5.543696
"HPV","routine","KGZ",5.489977,4.588672,6.599596,5.460075
"HepB","routine","KGZ",3.236343,2.627229,4.104007,3.177736
"Hib","routine","KGZ",1.348956,0.858984,1.813063,1.332343
"Measles","campaign","KGZ",-0.001237,-0.053606,0.081769,-0.008896
"Measles","routine","KGZ",2.367777,1.805616,2.881981,2.373926
"PCV","routine","KGZ",1.129277,0.306812,2.225256,1.119843
"Rota","routine","KGZ",0.159937,-0.299924,0.661722,0.143559
"Rubella","campaign","KGZ",0.157419,0.014624,0.497557,0.13557
"Rubella","routine","KGZ",0.299788,0.102995,0.573297,0.283771
