"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","AZE",0.578678,0.264773,1.190076,0.506117
"COVID-19","routine","AZE",0.021472,0.002331,0.039073,0.020924
"HPV","campaign","AZE",3.420206,2.941841,3.918166,3.416667
"HPV","routine","AZE",3.20022,2.773829,3.659949,3.192058
"HepB","routine","AZE",3.643181,2.928311,4.581597,3.603839
"Hib","routine","AZE",1.87799,1.099898,2.562927,1.903775
"Measles","campaign","AZE",-0.018059,-0.102875,0.076279,-0.020848
"Measles","routine","AZE",3.402351,2.657901,4.11491,3.406755
"PCV","routine","AZE",1.470887,0.539803,2.352546,1.513604
"Rota","routine","AZE",0.262705,-1.322099,1.810148,0.227852
"Rubella","campaign","AZE",0.241531,-0.010473,0.970889,0.14554
"Rubella","routine","AZE",0.218314,0.042674,0.496253,0.202875
"Typhoid","campaign","AZE",0.010627,0.000409,0.069181,0.005669
"Typhoid","routine","AZE",0.003686,0.000272,0.01496,0.004518
