"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","AZE",15.034808,6.712676,32.98164,13.418929
"COVID-19","routine","AZE",2.035957,1.658208,2.394043,2.032175
"HPV","campaign","AZE",147.964982,122.89191,174.381022,147.760824
"HPV","routine","AZE",139.232248,115.479569,165.692061,138.926364
"HepB","routine","AZE",105.147351,86.094156,129.69309,104.435579
"Hib","routine","AZE",139.049914,82.720127,188.689279,140.934732
"Measles","campaign","AZE",2.233319,-3.582509,9.087247,2.028729
"Measles","routine","AZE",239.66516,184.194994,290.517106,240.178963
"PCV","routine","AZE",108.958625,41.515439,172.639516,111.793253
"Rota","routine","AZE",19.876596,-94.464752,131.770575,17.374018
"Rubella","campaign","AZE",17.386445,-0.567889,59.657663,11.487767
"Rubella","routine","AZE",14.252769,2.120887,27.09454,14.760697
"Typhoid","campaign","AZE",0.554608,0.035761,2.526534,0.256781
"Typhoid","routine","AZE",4.911485,0.02629,40.599165,1.250025
