"disease","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","VNM",0.258463,0.124036,0.467445,0.231031
"HPV","VNM",4.101106,3.698733,4.49148,4.10565
"HepB","VNM",6.351989,5.022171,8.064544,6.233615
"Hib","VNM",0.385674,0.194982,0.61215,0.374998
"JE","VNM",0.543264,0.286151,1.027997,0.500458
"Measles","VNM",2.102082,1.554731,2.603781,2.101758
"PCV","VNM",0.227947,-0.911526,1.24959,0.25349
"Rota","VNM",0.168261,-0.429165,0.697357,0.164074
"Rubella","VNM",0.438951,0.172272,0.853805,0.420875
