"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","VNM",0.436266,0.205312,0.803168,0.389212
"COVID-19","routine","VNM",0.014446,-0.026267,0.050138,0.015842
"HPV","campaign","VNM",4.185199,3.773812,4.586907,4.189603
"HPV","routine","VNM",4.00564,3.586162,4.397455,4.010357
"HepB","routine","VNM",6.351989,5.022171,8.064544,6.233615
"Hib","routine","VNM",0.385674,0.194982,0.61215,0.374998
"JE","campaign","VNM",0.056484,0.012339,0.171644,0.047895
"JE","routine","VNM",0.549454,0.289517,1.039937,0.506478
"Measles","campaign","VNM",0.084368,0.012854,0.182798,0.083286
"Measles","routine","VNM",3.942788,2.957585,4.881734,3.939213
"PCV","routine","VNM",0.227947,-0.911526,1.24959,0.25349
"Rota","routine","VNM",0.168261,-0.429165,0.697357,0.164074
"Rubella","campaign","VNM",0.561548,0.209992,1.156105,0.532724
"Rubella","routine","VNM",0.261227,0.108519,0.543503,0.243578
