"disease","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","GTM",0.308143,0.165973,0.578702,0.30221
"HPV","GTM",13.288496,11.786479,14.817275,13.294467
"HepB","GTM",1.763827,1.433822,2.144581,1.755304
"Hib","GTM",1.31792,0.937288,1.754367,1.30369
"Measles","GTM",6.991713,5.374748,8.398614,7.005321
"PCV","GTM",0.950619,0.215636,1.745407,0.969841
"Rota","GTM",0.500335,0.278172,0.779733,0.490566
"Rubella","GTM",0.16539,0.015857,0.490197,0.13015
"Typhoid","GTM",0.227805,0.015824,0.908218,0.13919
