"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","COM",0.113265,0.044726,0.203505,0.106784
"COVID-19","routine","COM",0,0,0,0
"HPV","campaign","COM",19.022964,11.530795,31.132839,18.521983
"HPV","routine","COM",19.614602,11.88094,32.108679,19.09643
"HepB","routine","COM",5.041979,4.046081,6.167346,5.015287
"Hib","routine","COM",3.482205,2.113909,4.864636,3.5119
"Measles","campaign","COM",0.548716,0.147068,0.971321,0.532241
"Measles","routine","COM",12.370992,9.897946,14.777671,12.3632
"PCV","routine","COM",2.124026,-4.137567,7.682263,2.239616
"Rota","routine","COM",0.800026,-2.09704,4.053165,0.642655
"Rubella","campaign","COM",-0.253349,-1.272262,0.820679,-0.246925
"Rubella","routine","COM",0.273526,0.03797,0.667116,0.24316
