"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","CHN",0,0,0,0
"COVID-19","routine","CHN",0,0,0,0
"HPV","campaign","CHN",5.613025,4.728183,6.519217,5.610077
"HPV","routine","CHN",9.970702,7.550512,12.169804,10.020377
"HepB","routine","CHN",6.277867,4.99749,7.634428,6.239346
"Hib","routine","CHN",0.606114,-0.099161,1.441853,0.611953
"JE","routine","CHN",0.124748,0.058648,0.275469,0.108003
"Measles","campaign","CHN",0.096669,-0.026076,0.180725,0.101394
"Measles","routine","CHN",4.795732,3.58192,5.924363,4.800464
"PCV","routine","CHN",0.53635,-0.734953,1.964844,0.527931
"Rota","routine","CHN",0.174194,-0.340654,0.815752,0.149506
"Rubella","routine","CHN",0.042285,0.021979,0.063877,0.04245
