"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","MKD",1.137445,0.457721,2.201505,1.107418
"COVID-19","routine","MKD",-0.006369,-0.349777,0.614144,-0.122015
"HPV","routine","MKD",23.794839,20.284207,27.415868,23.861294
"HepB","routine","MKD",2.438405,1.926472,3.041234,2.435373
"Hib","routine","MKD",0.110912,0.04827,0.178093,0.111653
"Measles","campaign","MKD",-0.083459,-0.321108,0.205703,-0.090722
"Measles","routine","MKD",3.31199,2.575549,4.018811,3.307656
"PCV","routine","MKD",0.059134,-0.329769,0.471909,0.046785
"Rota","routine","MKD",0.067295,-0.150405,0.290278,0.076866
"Rubella","campaign","MKD",-0.118827,-1.040202,0.583423,-0.056819
"Rubella","routine","MKD",0.171852,0.020746,0.40591,0.152793
