"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","RWA",2.838768,0.843756,6.003698,2.612457
"COVID-19","routine","RWA",-0.046684,-1.349027,1.586876,-0.11509
"HPV","campaign","RWA",454.713625,389.309901,531.956797,452.531467
"HPV","routine","RWA",545.391835,458.27711,648.4855,544.542861
"HepB","routine","RWA",128.06476,104.615217,154.894324,128.268622
"Hib","routine","RWA",289.248064,201.04632,401.341263,288.07059
"Measles","campaign","RWA",59.754174,31.937491,89.181006,59.267678
"Measles","routine","RWA",627.767128,499.616326,753.848265,626.456973
"MenACWYX","campaign","RWA",63.854801,30.680721,97.860663,63.207553
"MenACWYX","routine","RWA",47.868319,27.356751,67.026752,48.745851
"PCV","routine","RWA",156.542057,47.437183,267.660119,148.251497
"Rota","routine","RWA",58.50171,-7.376528,111.761932,58.878342
"Rubella","campaign","RWA",18.344305,-0.002198,69.764925,10.713193
"Rubella","routine","RWA",31.19142,3.915462,83.315635,27.145036
"Typhoid","campaign","RWA",24.144228,2.749242,106.68345,12.952891
"Typhoid","routine","RWA",55.293575,2.17641,509.127435,14.713956
"YF","routine","RWA",32.006646,10.544744,68.496966,29.634012
